,file,file_idx,frame
555,40000_B_BF.tiff,16,135
556,40000_B_BF.tiff,16,140
557,40000_B_BF.tiff,16,145
558,40000_B_BF.tiff,16,150
559,40000_B_BF.tiff,16,155
560,40000_B_BF.tiff,16,160
561,40000_C_BF.tiff,17,0
562,40000_C_BF.tiff,17,5
563,40000_C_BF.tiff,17,10
564,40000_C_BF.tiff,17,15
565,40000_C_BF.tiff,17,20
566,40000_C_BF.tiff,17,25
567,40000_C_BF.tiff,17,30
568,40000_C_BF.tiff,17,35
569,40000_C_BF.tiff,17,40
570,40000_C_BF.tiff,17,45
571,40000_C_BF.tiff,17,50
572,40000_C_BF.tiff,17,55
573,40000_C_BF.tiff,17,60
574,40000_C_BF.tiff,17,65
575,40000_C_BF.tiff,17,70
576,40000_C_BF.tiff,17,75
577,40000_C_BF.tiff,17,80
578,40000_C_BF.tiff,17,85
579,40000_C_BF.tiff,17,90
580,40000_C_BF.tiff,17,95
581,40000_C_BF.tiff,17,100
582,40000_C_BF.tiff,17,105
583,40000_C_BF.tiff,17,110
584,40000_C_BF.tiff,17,115
585,40000_C_BF.tiff,17,120
586,40000_C_BF.tiff,17,125
587,40000_C_BF.tiff,17,130
588,40000_C_BF.tiff,17,135
589,40000_C_BF.tiff,17,140
590,40000_C_BF.tiff,17,145
591,40000_C_BF.tiff,17,150
592,40000_C_BF.tiff,17,155
593,40000_C_BF.tiff,17,160
594,5000_A_BF.tiff,18,0
595,5000_A_BF.tiff,18,5
596,5000_A_BF.tiff,18,10
597,5000_A_BF.tiff,18,15
598,5000_A_BF.tiff,18,20
599,5000_A_BF.tiff,18,25
600,5000_A_BF.tiff,18,30
601,5000_A_BF.tiff,18,35
602,5000_A_BF.tiff,18,40
603,5000_A_BF.tiff,18,45
604,5000_A_BF.tiff,18,50
605,5000_A_BF.tiff,18,55
606,5000_A_BF.tiff,18,60
607,5000_A_BF.tiff,18,65
608,5000_A_BF.tiff,18,70
609,5000_A_BF.tiff,18,75
610,5000_A_BF.tiff,18,80
611,5000_A_BF.tiff,18,85
612,5000_A_BF.tiff,18,90
613,5000_A_BF.tiff,18,95
614,5000_A_BF.tiff,18,100
615,5000_A_BF.tiff,18,105
616,5000_A_BF.tiff,18,110
617,5000_A_BF.tiff,18,115
618,5000_A_BF.tiff,18,120
619,5000_A_BF.tiff,18,125
620,5000_A_BF.tiff,18,130
621,5000_A_BF.tiff,18,135
622,5000_A_BF.tiff,18,140
623,5000_A_BF.tiff,18,145
624,5000_A_BF.tiff,18,150
625,5000_A_BF.tiff,18,155
626,5000_A_BF.tiff,18,160
627,5000_B_BF.tiff,19,0
628,5000_B_BF.tiff,19,5
629,5000_B_BF.tiff,19,10
630,5000_B_BF.tiff,19,15
631,5000_B_BF.tiff,19,20
632,5000_B_BF.tiff,19,25
633,5000_B_BF.tiff,19,30
634,5000_B_BF.tiff,19,35
635,5000_B_BF.tiff,19,40
636,5000_B_BF.tiff,19,45
637,5000_B_BF.tiff,19,50
638,5000_B_BF.tiff,19,55
639,5000_B_BF.tiff,19,60
640,5000_B_BF.tiff,19,65
641,5000_B_BF.tiff,19,70
642,5000_B_BF.tiff,19,75
643,5000_B_BF.tiff,19,80
644,5000_B_BF.tiff,19,85
645,5000_B_BF.tiff,19,90
646,5000_B_BF.tiff,19,95
647,5000_B_BF.tiff,19,100
648,5000_B_BF.tiff,19,105
649,5000_B_BF.tiff,19,110
650,5000_B_BF.tiff,19,115
651,5000_B_BF.tiff,19,120
652,5000_B_BF.tiff,19,125
653,5000_B_BF.tiff,19,130
654,5000_B_BF.tiff,19,135
655,5000_B_BF.tiff,19,140
656,5000_B_BF.tiff,19,145
657,5000_B_BF.tiff,19,150
658,5000_B_BF.tiff,19,155
659,5000_B_BF.tiff,19,160
660,5000_C_BF.tiff,20,0
661,5000_C_BF.tiff,20,5
662,5000_C_BF.tiff,20,10
663,5000_C_BF.tiff,20,15
664,5000_C_BF.tiff,20,20
665,5000_C_BF.tiff,20,25
666,5000_C_BF.tiff,20,30
667,5000_C_BF.tiff,20,35
668,5000_C_BF.tiff,20,40
669,5000_C_BF.tiff,20,45
670,5000_C_BF.tiff,20,50
671,5000_C_BF.tiff,20,55
672,5000_C_BF.tiff,20,60
673,5000_C_BF.tiff,20,65
674,5000_C_BF.tiff,20,70
675,5000_C_BF.tiff,20,75
676,5000_C_BF.tiff,20,80
677,5000_C_BF.tiff,20,85
678,5000_C_BF.tiff,20,90
679,5000_C_BF.tiff,20,95
680,5000_C_BF.tiff,20,100
681,5000_C_BF.tiff,20,105
682,5000_C_BF.tiff,20,110
683,5000_C_BF.tiff,20,115
684,5000_C_BF.tiff,20,120
685,5000_C_BF.tiff,20,125
686,5000_C_BF.tiff,20,130
687,5000_C_BF.tiff,20,135
688,5000_C_BF.tiff,20,140
689,5000_C_BF.tiff,20,145
690,5000_C_BF.tiff,20,150
691,5000_C_BF.tiff,20,155
692,5000_C_BF.tiff,20,160
693,80000_A_BF.tiff,21,0
694,80000_A_BF.tiff,21,5
695,80000_A_BF.tiff,21,10
696,80000_A_BF.tiff,21,15
697,80000_A_BF.tiff,21,20
698,80000_A_BF.tiff,21,25
699,80000_A_BF.tiff,21,30
700,80000_A_BF.tiff,21,35
701,80000_A_BF.tiff,21,40
702,80000_A_BF.tiff,21,45
703,80000_A_BF.tiff,21,50
704,80000_A_BF.tiff,21,55
705,80000_A_BF.tiff,21,60
706,80000_A_BF.tiff,21,65
707,80000_A_BF.tiff,21,70
708,80000_A_BF.tiff,21,75
709,80000_A_BF.tiff,21,80
710,80000_A_BF.tiff,21,85
711,80000_A_BF.tiff,21,90
712,80000_A_BF.tiff,21,95
713,80000_A_BF.tiff,21,100
714,80000_A_BF.tiff,21,105
715,80000_A_BF.tiff,21,110
716,80000_A_BF.tiff,21,115
717,80000_A_BF.tiff,21,120
718,80000_A_BF.tiff,21,125
719,80000_A_BF.tiff,21,130
720,80000_A_BF.tiff,21,135
721,80000_A_BF.tiff,21,140
722,80000_A_BF.tiff,21,145
723,80000_A_BF.tiff,21,150
724,80000_A_BF.tiff,21,155
725,80000_A_BF.tiff,21,160
726,80000_B_BF.tiff,22,0
727,80000_B_BF.tiff,22,5
728,80000_B_BF.tiff,22,10
729,80000_B_BF.tiff,22,15
730,80000_B_BF.tiff,22,20
731,80000_B_BF.tiff,22,25
732,80000_B_BF.tiff,22,30
733,80000_B_BF.tiff,22,35
734,80000_B_BF.tiff,22,40
735,80000_B_BF.tiff,22,45
736,80000_B_BF.tiff,22,50
737,80000_B_BF.tiff,22,55
738,80000_B_BF.tiff,22,60
739,80000_B_BF.tiff,22,65
740,80000_B_BF.tiff,22,70
741,80000_B_BF.tiff,22,75
742,80000_B_BF.tiff,22,80
743,80000_B_BF.tiff,22,85
744,80000_B_BF.tiff,22,90
745,80000_B_BF.tiff,22,95
746,80000_B_BF.tiff,22,100
747,80000_B_BF.tiff,22,105
748,80000_B_BF.tiff,22,110
749,80000_B_BF.tiff,22,115
750,80000_B_BF.tiff,22,120
751,80000_B_BF.tiff,22,125
752,80000_B_BF.tiff,22,130
753,80000_B_BF.tiff,22,135
754,80000_B_BF.tiff,22,140
755,80000_B_BF.tiff,22,145
756,80000_B_BF.tiff,22,150
757,80000_B_BF.tiff,22,155
758,80000_B_BF.tiff,22,160
759,80000_C_BF.tiff,23,0
760,80000_C_BF.tiff,23,5
761,80000_C_BF.tiff,23,10
762,80000_C_BF.tiff,23,15
763,80000_C_BF.tiff,23,20
764,80000_C_BF.tiff,23,25
765,80000_C_BF.tiff,23,30
766,80000_C_BF.tiff,23,35
767,80000_C_BF.tiff,23,40
768,80000_C_BF.tiff,23,45
769,80000_C_BF.tiff,23,50
770,80000_C_BF.tiff,23,55
771,80000_C_BF.tiff,23,60
772,80000_C_BF.tiff,23,65
773,80000_C_BF.tiff,23,70
774,80000_C_BF.tiff,23,75
