,promoter stregth,signaling threshold,feedback strength,% shared interface,delay time,Mean wavefront speed
98,1.5,0.31622776601683794,2.0,10.0,0.1,0.17281625
99,2.0,0.01,2.0,10.0,0.1,6.7651434
100,2.0,0.01412537544622754,2.0,10.0,0.1,6.1501303
101,2.0,0.0199526231496888,2.0,10.0,0.1,4.5709143
102,2.0,0.028183829312644536,2.0,10.0,0.1,2.6616957
103,2.0,0.039810717055349734,2.0,10.0,0.1,1.8835666
104,2.0,0.05623413251903491,2.0,10.0,0.1,1.2356386
105,2.0,0.07943282347242814,2.0,10.0,0.1,0.7151274
106,2.0,0.11220184543019636,2.0,10.0,0.1,0.47964957
107,2.0,0.15848931924611134,2.0,10.0,0.1,0.27360246
108,2.0,0.2238721138568339,2.0,10.0,0.1,0.17281625
109,2.0,0.31622776601683794,2.0,10.0,0.1,0.17281625
110,2.5,0.01,2.0,10.0,0.1,7.1525745
111,2.5,0.01412537544622754,2.0,10.0,0.1,6.627079
112,2.5,0.0199526231496888,2.0,10.0,0.1,5.8269434
113,2.5,0.028183829312644536,2.0,10.0,0.1,4.0897593
114,2.5,0.039810717055349734,2.0,10.0,0.1,2.5488765
115,2.5,0.05623413251903491,2.0,10.0,0.1,1.7705936
116,2.5,0.07943282347242814,2.0,10.0,0.1,1.1330128
117,2.5,0.11220184543019636,2.0,10.0,0.1,0.673749
118,2.5,0.15848931924611134,2.0,10.0,0.1,0.35270962
119,2.5,0.2238721138568339,2.0,10.0,0.1,0.27360246
120,2.5,0.31622776601683794,2.0,10.0,0.1,0.17281625
121,3.0,0.01,2.0,10.0,0.1,7.447864
122,3.0,0.01412537544622754,2.0,10.0,0.1,6.968388
123,3.0,0.0199526231496888,2.0,10.0,0.1,6.3922615
124,3.0,0.028183829312644536,2.0,10.0,0.1,5.5414143
125,3.0,0.039810717055349734,2.0,10.0,0.1,3.3276622
126,3.0,0.05623413251903491,2.0,10.0,0.1,2.2337623
127,3.0,0.07943282347242814,2.0,10.0,0.1,1.5047272
128,3.0,0.11220184543019636,2.0,10.0,0.1,0.8967003
129,3.0,0.15848931924611134,2.0,10.0,0.1,0.53372824
130,3.0,0.2238721138568339,2.0,10.0,0.1,0.35270962
131,3.0,0.31622776601683794,2.0,10.0,0.1,0.17281625
132,0.5,0.01,4.0,10.0,0.1,0.0
133,0.5,0.01412537544622754,4.0,10.0,0.1,0.0
134,0.5,0.0199526231496888,4.0,10.0,0.1,0.0
135,0.5,0.028183829312644536,4.0,10.0,0.1,0.0
136,0.5,0.039810717055349734,4.0,10.0,0.1,0.0
137,0.5,0.05623413251903491,4.0,10.0,0.1,0.0
138,0.5,0.07943282347242814,4.0,10.0,0.1,0.0
139,0.5,0.11220184543019636,4.0,10.0,0.1,0.0
140,0.5,0.15848931924611134,4.0,10.0,0.1,0.0
141,0.5,0.2238721138568339,4.0,10.0,0.1,0.0
142,0.5,0.31622776601683794,4.0,10.0,0.1,0.0
143,1.0,0.01,4.0,10.0,0.1,0.0
144,1.0,0.01412537544622754,4.0,10.0,0.1,0.0
145,1.0,0.0199526231496888,4.0,10.0,0.1,0.0
146,1.0,0.028183829312644536,4.0,10.0,0.1,0.0
147,1.0,0.039810717055349734,4.0,10.0,0.1,0.0
148,1.0,0.05623413251903491,4.0,10.0,0.1,0.0
149,1.0,0.07943282347242814,4.0,10.0,0.1,0.0
150,1.0,0.11220184543019636,4.0,10.0,0.1,0.0
151,1.0,0.15848931924611134,4.0,10.0,0.1,0.0
152,1.0,0.2238721138568339,4.0,10.0,0.1,0.0
153,1.0,0.31622776601683794,4.0,10.0,0.1,0.0
154,1.5,0.01,4.0,10.0,0.1,0.17281625
155,1.5,0.01412537544622754,4.0,10.0,0.1,0.17281625
156,1.5,0.0199526231496888,4.0,10.0,0.1,0.17281625
157,1.5,0.028183829312644536,4.0,10.0,0.1,0.17281625
158,1.5,0.039810717055349734,4.0,10.0,0.1,0.17281625
159,1.5,0.05623413251903491,4.0,10.0,0.1,0.17281625
160,1.5,0.07943282347242814,4.0,10.0,0.1,0.17281625
161,1.5,0.11220184543019636,4.0,10.0,0.1,0.17281625
162,1.5,0.15848931924611134,4.0,10.0,0.1,0.17281625
163,1.5,0.2238721138568339,4.0,10.0,0.1,0.17281625
164,1.5,0.31622776601683794,4.0,10.0,0.1,0.0
165,2.0,0.01,4.0,10.0,0.1,0.17281625
166,2.0,0.01412537544622754,4.0,10.0,0.1,0.17281625
167,2.0,0.0199526231496888,4.0,10.0,0.1,0.17281625
168,2.0,0.028183829312644536,4.0,10.0,0.1,0.17281625
169,2.0,0.039810717055349734,4.0,10.0,0.1,0.17281625
170,2.0,0.05623413251903491,4.0,10.0,0.1,0.17281625
171,2.0,0.07943282347242814,4.0,10.0,0.1,0.17281625
172,2.0,0.11220184543019636,4.0,10.0,0.1,0.17281625
173,2.0,0.15848931924611134,4.0,10.0,0.1,0.17281625
174,2.0,0.2238721138568339,4.0,10.0,0.1,0.17281625
175,2.0,0.31622776601683794,4.0,10.0,0.1,0.17281625
176,2.5,0.01,4.0,10.0,0.1,7.1525745
177,2.5,0.01412537544622754,4.0,10.0,0.1,6.417564
178,2.5,0.0199526231496888,4.0,10.0,0.1,0.17281625
179,2.5,0.028183829312644536,4.0,10.0,0.1,0.17281625
180,2.5,0.039810717055349734,4.0,10.0,0.1,0.17281625
181,2.5,0.05623413251903491,4.0,10.0,0.1,0.17281625
182,2.5,0.07943282347242814,4.0,10.0,0.1,0.17281625
183,2.5,0.11220184543019636,4.0,10.0,0.1,0.17281625
184,2.5,0.15848931924611134,4.0,10.0,0.1,0.17281625
185,2.5,0.2238721138568339,4.0,10.0,0.1,0.17281625
186,2.5,0.31622776601683794,4.0,10.0,0.1,0.17281625
187,3.0,0.01,4.0,10.0,0.1,7.447864
188,3.0,0.01412537544622754,4.0,10.0,0.1,6.968388
189,3.0,0.0199526231496888,4.0,10.0,0.1,6.2671523
190,3.0,0.028183829312644536,4.0,10.0,0.1,0.17281625
191,3.0,0.039810717055349734,4.0,10.0,0.1,0.17281625
192,3.0,0.05623413251903491,4.0,10.0,0.1,0.17281625
193,3.0,0.07943282347242814,4.0,10.0,0.1,0.17281625
194,3.0,0.11220184543019636,4.0,10.0,0.1,0.17281625
195,3.0,0.15848931924611134,4.0,10.0,0.1,0.17281625
196,3.0,0.2238721138568339,4.0,10.0,0.1,0.17281625
197,3.0,0.31622776601683794,4.0,10.0,0.1,0.17281625
198,0.5,0.01,0.0,20.0,0.1,4.9052396
199,0.5,0.01412537544622754,0.0,20.0,0.1,4.3412685
200,0.5,0.0199526231496888,0.0,20.0,0.1,3.732493
201,0.5,0.028183829312644536,0.0,20.0,0.1,3.0977488
202,0.5,0.039810717055349734,0.0,20.0,0.1,2.5073547
203,0.5,0.05623413251903491,0.0,20.0,0.1,1.953832
204,0.5,0.07943282347242814,0.0,20.0,0.1,1.4203148
205,0.5,0.11220184543019636,0.0,20.0,0.1,0.9913031
206,0.5,0.15848931924611134,0.0,20.0,0.1,0.5835728
207,0.5,0.2238721138568339,0.0,20.0,0.1,0.35270962
208,0.5,0.31622776601683794,0.0,20.0,0.1,0.17281625
209,1.0,0.01,0.0,20.0,0.1,6.4429936
210,1.0,0.01412537544622754,0.0,20.0,0.1,5.904125
211,1.0,0.0199526231496888,0.0,20.0,0.1,5.3059945
212,1.0,0.028183829312644536,0.0,20.0,0.1,4.6522474
213,1.0,0.039810717055349734,0.0,20.0,0.1,3.9697661
214,1.0,0.05623413251903491,0.0,20.0,0.1,3.293376
215,1.0,0.07943282347242814,0.0,20.0,0.1,2.63577
216,1.0,0.11220184543019636,0.0,20.0,0.1,2.0085154
217,1.0,0.15848931924611134,0.0,20.0,0.1,1.463089
218,1.0,0.2238721138568339,0.0,20.0,0.1,0.9913031
219,1.0,0.31622776601683794,0.0,20.0,0.1,0.53372824
220,1.5,0.01,0.0,20.0,0.1,7.1842227
221,1.5,0.01412537544622754,0.0,20.0,0.1,6.737072
222,1.5,0.0199526231496888,0.0,20.0,0.1,6.1970778
223,1.5,0.028183829312644536,0.0,20.0,0.1,5.560392
224,1.5,0.039810717055349734,0.0,20.0,0.1,4.8757787
225,1.5,0.05623413251903491,0.0,20.0,0.1,4.173867
226,1.5,0.07943282347242814,0.0,20.0,0.1,3.461907
227,1.5,0.11220184543019636,0.0,20.0,0.1,2.7754433
228,1.5,0.15848931924611134,0.0,20.0,0.1,2.1335537
229,1.5,0.2238721138568339,0.0,20.0,0.1,1.5652392
230,1.5,0.31622776601683794,0.0,20.0,0.1,1.050075
231,2.0,0.01,0.0,20.0,0.1,7.658653
232,2.0,0.01412537544622754,0.0,20.0,0.1,7.248368
233,2.0,0.0199526231496888,0.0,20.0,0.1,6.7651434
234,2.0,0.028183829312644536,0.0,20.0,0.1,6.173515
235,2.0,0.039810717055349734,0.0,20.0,0.1,5.522566
236,2.0,0.05623413251903491,0.0,20.0,0.1,4.8179064
237,2.0,0.07943282347242814,0.0,20.0,0.1,4.0897593
238,2.0,0.11220184543019636,0.0,20.0,0.1,3.368536
239,2.0,0.15848931924611134,0.0,20.0,0.1,2.6660664
240,2.0,0.2238721138568339,0.0,20.0,0.1,2.0144348
241,2.0,0.31622776601683794,0.0,20.0,0.1,1.4203148
242,2.5,0.01,0.0,20.0,0.1,7.9201674
243,2.5,0.01412537544622754,0.0,20.0,0.1,7.6226964
244,2.5,0.0199526231496888,0.0,20.0,0.1,7.1525745
245,2.5,0.028183829312644536,0.0,20.0,0.1,6.627079
246,2.5,0.039810717055349734,0.0,20.0,0.1,6.0134606
247,2.5,0.05623413251903491,0.0,20.0,0.1,5.3233914
248,2.5,0.07943282347242814,0.0,20.0,0.1,4.5995307
249,2.5,0.11220184543019636,0.0,20.0,0.1,3.8474748
250,2.5,0.15848931924611134,0.0,20.0,0.1,3.1163807
251,2.5,0.2238721138568339,0.0,20.0,0.1,2.4125326
252,2.5,0.31622776601683794,0.0,20.0,0.1,1.7705936
253,3.0,0.01,0.0,20.0,0.1,8.118172
254,3.0,0.01412537544622754,0.0,20.0,0.1,7.843644
255,3.0,0.0199526231496888,0.0,20.0,0.1,7.447864
256,3.0,0.028183829312644536,0.0,20.0,0.1,6.968388
257,3.0,0.039810717055349734,0.0,20.0,0.1,6.3922615
258,3.0,0.05623413251903491,0.0,20.0,0.1,5.737224
259,3.0,0.07943282347242814,0.0,20.0,0.1,5.011217
260,3.0,0.11220184543019636,0.0,20.0,0.1,4.250352
261,3.0,0.15848931924611134,0.0,20.0,0.1,3.499212
262,3.0,0.2238721138568339,0.0,20.0,0.1,2.761283
263,3.0,0.31622776601683794,0.0,20.0,0.1,2.0736072
264,0.5,0.01,2.0,20.0,0.1,3.0750651
265,0.5,0.01412537544622754,2.0,20.0,0.1,2.7015548
266,0.5,0.0199526231496888,2.0,20.0,0.1,2.2581842
267,0.5,0.028183829312644536,2.0,20.0,0.1,1.820218
268,0.5,0.039810717055349734,2.0,20.0,0.1,1.2438384
269,0.5,0.05623413251903491,2.0,20.0,0.1,0.792177
270,0.5,0.07943282347242814,2.0,20.0,0.1,0.47964957
271,0.5,0.11220184543019636,2.0,20.0,0.1,0.35270962
272,0.5,0.15848931924611134,2.0,20.0,0.1,0.17281625
273,0.5,0.2238721138568339,2.0,20.0,0.1,0.17281625
274,0.5,0.31622776601683794,2.0,20.0,0.1,0.17281625
275,1.0,0.01,2.0,20.0,0.1,6.3669147
276,1.0,0.01412537544622754,2.0,20.0,0.1,5.778058
277,1.0,0.0199526231496888,2.0,20.0,0.1,4.794135
278,1.0,0.028183829312644536,2.0,20.0,0.1,3.90978
279,1.0,0.039810717055349734,2.0,20.0,0.1,3.086343
280,1.0,0.05623413251903491,2.0,20.0,0.1,2.3413217
281,1.0,0.07943282347242814,2.0,20.0,0.1,1.6959735
282,1.0,0.11220184543019636,2.0,20.0,0.1,1.1330128
283,1.0,0.15848931924611134,2.0,20.0,0.1,0.673749
284,1.0,0.2238721138568339,2.0,20.0,0.1,0.35270962
285,1.0,0.31622776601683794,2.0,20.0,0.1,0.17281625
286,1.5,0.01,2.0,20.0,0.1,7.1842227
287,1.5,0.01412537544622754,2.0,20.0,0.1,6.737072
288,1.5,0.0199526231496888,2.0,20.0,0.1,6.1970778
289,1.5,0.028183829312644536,2.0,20.0,0.1,5.522566
290,1.5,0.039810717055349734,2.0,20.0,0.1,4.6125975
291,1.5,0.05623413251903491,2.0,20.0,0.1,3.5450532
292,1.5,0.07943282347242814,2.0,20.0,0.1,2.640056
293,1.5,0.11220184543019636,2.0,20.0,0.1,1.8923478
294,1.5,0.15848931924611134,2.0,20.0,0.1,1.2356386
295,1.5,0.2238721138568339,2.0,20.0,0.1,0.792177
296,1.5,0.31622776601683794,2.0,20.0,0.1,0.47964957
297,2.0,0.01,2.0,20.0,0.1,7.658653
298,2.0,0.01412537544622754,2.0,20.0,0.1,7.248368
299,2.0,0.0199526231496888,2.0,20.0,0.1,6.7651434
300,2.0,0.028183829312644536,2.0,20.0,0.1,6.173515
301,2.0,0.039810717055349734,2.0,20.0,0.1,5.4852514
302,2.0,0.05623413251903491,2.0,20.0,0.1,4.5607705
303,2.0,0.07943282347242814,2.0,20.0,0.1,3.4545412
304,2.0,0.11220184543019636,2.0,20.0,0.1,2.5408988
305,2.0,0.15848931924611134,2.0,20.0,0.1,1.7861764
306,2.0,0.2238721138568339,2.0,20.0,0.1,1.1853465
307,2.0,0.31622776601683794,2.0,20.0,0.1,0.7151274
308,2.5,0.01,2.0,20.0,0.1,7.9201674
309,2.5,0.01412537544622754,2.0,20.0,0.1,7.6226964
310,2.5,0.0199526231496888,2.0,20.0,0.1,7.1525745
311,2.5,0.028183829312644536,2.0,20.0,0.1,6.627079
312,2.5,0.039810717055349734,2.0,20.0,0.1,6.0134606
313,2.5,0.05623413251903491,2.0,20.0,0.1,5.23753
314,2.5,0.07943282347242814,2.0,20.0,0.1,4.1839724
315,2.5,0.11220184543019636,2.0,20.0,0.1,3.1281312
316,2.5,0.15848931924611134,2.0,20.0,0.1,2.2613292
317,2.5,0.2238721138568339,2.0,20.0,0.1,1.5652392
318,2.5,0.31622776601683794,2.0,20.0,0.1,0.9913031
319,3.0,0.01,2.0,20.0,0.1,8.118172
320,3.0,0.01412537544622754,2.0,20.0,0.1,7.843644
321,3.0,0.0199526231496888,2.0,20.0,0.1,7.447864
322,3.0,0.028183829312644536,2.0,20.0,0.1,6.968388
323,3.0,0.039810717055349734,2.0,20.0,0.1,6.3922615
324,3.0,0.05623413251903491,2.0,20.0,0.1,5.696963
325,3.0,0.07943282347242814,2.0,20.0,0.1,4.803652
326,3.0,0.11220184543019636,2.0,20.0,0.1,3.6693153
327,3.0,0.15848931924611134,2.0,20.0,0.1,2.6909215
328,3.0,0.2238721138568339,2.0,20.0,0.1,1.8923478
329,3.0,0.31622776601683794,2.0,20.0,0.1,1.2356386
330,0.5,0.01,4.0,20.0,0.1,0.17281625
331,0.5,0.01412537544622754,4.0,20.0,0.1,0.17281625
332,0.5,0.0199526231496888,4.0,20.0,0.1,0.17281625
333,0.5,0.028183829312644536,4.0,20.0,0.1,0.17281625
334,0.5,0.039810717055349734,4.0,20.0,0.1,0.17281625
335,0.5,0.05623413251903491,4.0,20.0,0.1,0.17281625
336,0.5,0.07943282347242814,4.0,20.0,0.1,0.17281625
337,0.5,0.11220184543019636,4.0,20.0,0.1,0.17281625
338,0.5,0.15848931924611134,4.0,20.0,0.1,0.17281625
339,0.5,0.2238721138568339,4.0,20.0,0.1,0.17281625
340,0.5,0.31622776601683794,4.0,20.0,0.1,0.0
341,1.0,0.01,4.0,20.0,0.1,0.27360246
342,1.0,0.01412537544622754,4.0,20.0,0.1,0.27360246
343,1.0,0.0199526231496888,4.0,20.0,0.1,0.27360246
344,1.0,0.028183829312644536,4.0,20.0,0.1,0.27360246
345,1.0,0.039810717055349734,4.0,20.0,0.1,0.27360246
346,1.0,0.05623413251903491,4.0,20.0,0.1,0.27360246
347,1.0,0.07943282347242814,4.0,20.0,0.1,0.27360246
348,1.0,0.11220184543019636,4.0,20.0,0.1,0.17281625
349,1.0,0.15848931924611134,4.0,20.0,0.1,0.17281625
350,1.0,0.2238721138568339,4.0,20.0,0.1,0.17281625
351,1.0,0.31622776601683794,4.0,20.0,0.1,0.17281625
352,1.5,0.01,4.0,20.0,0.1,7.1842227
353,1.5,0.01412537544622754,4.0,20.0,0.1,6.737072
354,1.5,0.0199526231496888,4.0,20.0,0.1,6.173515
355,1.5,0.028183829312644536,4.0,20.0,0.1,3.627994
356,1.5,0.039810717055349734,4.0,20.0,0.1,2.2682242
357,1.5,0.05623413251903491,4.0,20.0,0.1,1.6877697
358,1.5,0.07943282347242814,4.0,20.0,0.1,1.050075
359,1.5,0.11220184543019636,4.0,20.0,0.1,0.5835728
360,1.5,0.15848931924611134,4.0,20.0,0.1,0.35270962
361,1.5,0.2238721138568339,4.0,20.0,0.1,0.27360246
362,1.5,0.31622776601683794,4.0,20.0,0.1,0.17281625
363,2.0,0.01,4.0,20.0,0.1,7.658653
364,2.0,0.01412537544622754,4.0,20.0,0.1,7.248368
365,2.0,0.0199526231496888,4.0,20.0,0.1,6.7651434
366,2.0,0.028183829312644536,4.0,20.0,0.1,6.173515
367,2.0,0.039810717055349734,4.0,20.0,0.1,4.6790614
368,2.0,0.05623413251903491,4.0,20.0,0.1,2.6704512
369,2.0,0.07943282347242814,4.0,20.0,0.1,1.8901448
370,2.0,0.11220184543019636,4.0,20.0,0.1,1.2356386
371,2.0,0.15848931924611134,4.0,20.0,0.1,0.7151274
372,2.0,0.2238721138568339,4.0,20.0,0.1,0.47964957
373,2.0,0.31622776601683794,4.0,20.0,0.1,0.27360246
374,2.5,0.01,4.0,20.0,0.1,7.9201674
375,2.5,0.01412537544622754,4.0,20.0,0.1,7.6226964
376,2.5,0.0199526231496888,4.0,20.0,0.1,7.1525745
377,2.5,0.028183829312644536,4.0,20.0,0.1,6.627079
378,2.5,0.039810717055349734,4.0,20.0,0.1,5.969244
379,2.5,0.05623413251903491,4.0,20.0,0.1,4.094288
380,2.5,0.07943282347242814,4.0,20.0,0.1,2.5569046
381,2.5,0.11220184543019636,4.0,20.0,0.1,1.7764052
382,2.5,0.15848931924611134,4.0,20.0,0.1,1.1330128
383,2.5,0.2238721138568339,4.0,20.0,0.1,0.673749
384,2.5,0.31622776601683794,4.0,20.0,0.1,0.35270962
385,3.0,0.01,4.0,20.0,0.1,8.118172
386,3.0,0.01412537544622754,4.0,20.0,0.1,7.843644
387,3.0,0.0199526231496888,4.0,20.0,0.1,7.447864
388,3.0,0.028183829312644536,4.0,20.0,0.1,6.968388
389,3.0,0.039810717055349734,4.0,20.0,0.1,6.3922615
390,3.0,0.05623413251903491,4.0,20.0,0.1,5.4501395
391,3.0,0.07943282347242814,4.0,20.0,0.1,3.3414128
392,3.0,0.11220184543019636,4.0,20.0,0.1,2.23995
393,3.0,0.15848931924611134,4.0,20.0,0.1,1.5047272
394,3.0,0.2238721138568339,4.0,20.0,0.1,0.9291966
395,3.0,0.31622776601683794,4.0,20.0,0.1,0.53372824
396,0.5,0.01,0.0,30.000000000000004,0.1,5.522566
397,0.5,0.01412537544622754,0.0,30.000000000000004,0.1,5.011217
398,0.5,0.0199526231496888,0.0,30.000000000000004,0.1,4.4361596
399,0.5,0.028183829312644536,0.0,30.000000000000004,0.1,3.8383791
400,0.5,0.039810717055349734,0.0,30.000000000000004,0.1,3.202444
401,0.5,0.05623413251903491,0.0,30.000000000000004,0.1,2.6126716
402,0.5,0.07943282347242814,0.0,30.000000000000004,0.1,2.0474582
403,0.5,0.11220184543019636,0.0,30.000000000000004,0.1,1.5251474
404,0.5,0.15848931924611134,0.0,30.000000000000004,0.1,1.050075
405,0.5,0.2238721138568339,0.0,30.000000000000004,0.1,0.673749
406,0.5,0.31622776601683794,0.0,30.000000000000004,0.1,0.35270962
407,1.0,0.01,0.0,30.000000000000004,0.1,6.968388
408,1.0,0.01412537544622754,0.0,30.000000000000004,0.1,6.5469127
409,1.0,0.0199526231496888,0.0,30.000000000000004,0.1,6.0134606
410,1.0,0.028183829312644536,0.0,30.000000000000004,0.1,5.4121146
411,1.0,0.039810717055349734,0.0,30.000000000000004,0.1,4.761391
412,1.0,0.05623413251903491,0.0,30.000000000000004,0.1,4.0897593
413,1.0,0.07943282347242814,0.0,30.000000000000004,0.1,3.4038455
414,1.0,0.11220184543019636,0.0,30.000000000000004,0.1,2.7472663
415,1.0,0.15848931924611134,0.0,30.000000000000004,0.1,2.125176
416,1.0,0.2238721138568339,0.0,30.000000000000004,0.1,1.5652392
417,1.0,0.31622776601683794,0.0,30.000000000000004,0.1,1.050075
418,1.5,0.01,0.0,30.000000000000004,0.1,7.6226964
419,1.5,0.01412537544622754,0.0,30.000000000000004,0.1,7.194578
420,1.5,0.0199526231496888,0.0,30.000000000000004,0.1,6.8219934
421,1.5,0.028183829312644536,0.0,30.000000000000004,0.1,6.2931566
422,1.5,0.039810717055349734,0.0,30.000000000000004,0.1,5.6770434
423,1.5,0.05623413251903491,0.0,30.000000000000004,0.1,4.995798
424,1.5,0.07943282347242814,0.0,30.000000000000004,0.1,4.295329
425,1.5,0.11220184543019636,0.0,30.000000000000004,0.1,3.5841818
426,1.5,0.15848931924611134,0.0,30.000000000000004,0.1,2.8941789
