,cell,X_coord,step,time,expression,alpha,k_s,p_s,delta,lambda,tau,run
1344,cell_015,2,122,4.88,0.0034166982629657153,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1345,cell_035,3,122,4.88,1.7315359645275195e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1346,cell_057,4,122,4.88,9.92481863586404e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1347,cell_086,5,122,4.88,9.924814629671976e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1348,cell_126,6,122,4.88,9.924814629670595e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1349,cell_181,7,122,4.88,9.924814629670595e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1350,cell_240,8,122,4.88,9.924814629670595e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1351,cell_296,9,122,4.88,9.924814629567283e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1352,cell_351,10,122,4.88,9.924780921573755e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1353,cell_000,0,123,4.92,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1354,cell_003,1,123,4.92,0.15857639191996648,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1355,cell_015,2,123,4.92,0.0034501680365808247,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1356,cell_035,3,123,4.92,1.7555434537266168e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1357,cell_057,4,123,4.92,9.927774613412384e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1358,cell_086,5,123,4.92,9.927770405720365e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1359,cell_126,6,123,4.92,9.92777040571888e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1360,cell_181,7,123,4.92,9.92777040571888e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1361,cell_240,8,123,4.92,9.92777040571888e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1362,cell_296,9,123,4.92,9.927770405614424e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1363,cell_351,10,123,4.92,9.927736580956059e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1364,cell_000,0,124,4.96,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1365,cell_003,1,124,4.96,0.15885321468792502,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1366,cell_015,2,124,4.96,0.003483343194500383,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1367,cell_035,3,124,4.96,1.7798677296219492e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1368,cell_057,4,124,4.96,9.930614473775595e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1369,cell_086,5,124,4.96,9.930610058027627e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1370,cell_126,6,124,4.96,9.930610058026037e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1371,cell_181,7,124,4.96,9.930610058026037e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1372,cell_240,8,124,4.96,9.930610058026037e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1373,cell_296,9,124,4.96,9.930610057920446e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1374,cell_351,10,124,4.96,9.930576119917555e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1375,cell_000,0,125,5.0,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1376,cell_003,1,125,5.0,0.15912500398984591,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1377,cell_015,2,125,5.0,0.0035162221710906133,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1378,cell_035,3,125,5.0,1.8045022004382421e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1379,cell_057,4,125,5.0,9.933342779180512e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1380,cell_086,5,125,5.0,9.933338148754451e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1381,cell_126,6,125,5.0,9.933338148752742e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1382,cell_181,7,125,5.0,9.933338148752742e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1383,cell_240,8,125,5.0,9.933338148752742e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1384,cell_296,9,125,5.0,9.93333814864604e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1385,cell_351,10,125,5.0,9.933304100537591e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1386,cell_000,0,126,5.04,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1387,cell_003,1,126,5.04,0.15939186005474837,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1388,cell_015,2,126,5.04,0.003548803569329899,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1389,cell_035,3,126,5.04,1.8294400910788902e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1390,cell_057,4,126,5.04,9.935963912616424e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1391,cell_086,5,126,5.04,9.935959060827586e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1392,cell_126,6,126,5.04,9.93595906082576e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1393,cell_181,7,126,5.04,9.93595906082576e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1394,cell_240,8,126,5.04,9.93595906082576e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1395,cell_296,9,126,5.04,9.935959060717963e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1396,cell_351,10,126,5.04,9.935924905662887e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1397,cell_000,0,127,5.08,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1398,cell_003,1,127,5.08,0.15965388086409163,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1399,cell_015,2,127,5.08,0.003581086155752841,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1400,cell_035,3,127,5.08,1.854674454303569e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1401,cell_057,4,127,5.08,9.93848208487653e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1402,cell_086,5,127,5.08,9.93847700498142e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1403,cell_126,6,127,5.08,9.938477004979467e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1404,cell_181,7,127,5.08,9.938477004979467e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1405,cell_240,8,127,5.08,9.938477004979467e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1406,cell_296,9,127,5.08,9.93847700487059e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1407,cell_351,10,127,5.08,9.938442745949115e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1408,cell_000,0,128,5.12,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1409,cell_003,1,128,5.12,0.15991116220875531,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1410,cell_015,2,128,5.12,0.0036130688554694944,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1411,cell_035,3,128,5.12,1.880198181809478e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1412,cell_057,4,128,5.12,9.940901341322934e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1413,cell_086,5,128,5.12,9.940896026522896e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1414,cell_126,6,128,5.12,9.94089602652082e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1415,cell_181,7,128,5.12,9.94089602652082e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1416,cell_240,8,128,5.12,9.94089602652082e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1417,cell_296,9,128,5.12,9.940896026410887e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1418,cell_351,10,128,5.12,9.940861666625866e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1419,cell_000,0,129,5.16,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1420,cell_003,1,129,5.16,0.16016379774443462,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1421,cell_015,2,129,5.16,0.003644750747261307,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1422,cell_035,3,129,5.16,1.9060040152012943e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1423,cell_057,4,129,5.16,9.94322556838567e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1424,cell_086,5,129,5.16,9.943220011830718e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1425,cell_126,6,129,5.16,9.943220011828512e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1426,cell_181,7,129,5.16,9.943220011828512e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1427,cell_240,8,129,5.16,9.943220011828512e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1428,cell_296,9,129,5.16,9.943220011717531e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1429,cell_351,10,129,5.16,9.943185553995819e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1430,cell_000,0,130,5.2,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1431,cell_003,1,130,5.2,0.1604118790454946,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1432,cell_015,2,130,5.2,0.0036761310587551345,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1433,cell_035,3,130,5.2,1.9320845568358013e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1434,cell_057,4,130,5.2,9.945458499806568e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1435,cell_086,5,130,5.2,9.945452694599143e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1436,cell_126,6,130,5.2,9.945452694596794e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1437,cell_181,7,130,5.2,9.945452694596794e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1438,cell_240,8,130,5.2,9.945452694596794e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1439,cell_296,9,130,5.2,9.945452694484796e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1440,cell_351,10,130,5.2,9.94541814167859e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1441,cell_000,0,131,5.24,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1442,cell_003,1,131,5.24,0.16065549565732945,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1443,cell_015,2,131,5.24,0.0037072091616765284,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1444,cell_035,3,131,5.24,1.9584322805279878e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1445,cell_057,4,131,5.24,9.947603722637699e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1446,cell_086,5,131,5.24,9.947597661836515e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1447,cell_126,6,131,5.24,9.947597661834016e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1448,cell_181,7,131,5.24,9.947597661834016e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1449,cell_240,8,131,5.24,9.947597661834016e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1450,cell_296,9,131,5.24,9.947597661721016e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1451,cell_351,10,131,5.24,9.947563016609267e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1452,cell_000,0,132,5.28,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1453,cell_003,1,132,5.28,0.1608947351472696,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1454,cell_015,2,132,5.28,0.003737984567183366,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1455,cell_035,3,132,5.28,1.985039542106279e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1456,cell_057,4,132,5.28,9.94966468300425e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1457,cell_086,5,132,5.28,9.949658359628137e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1458,cell_126,6,132,5.28,9.949658359625482e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1459,cell_181,7,132,5.28,9.949658359625482e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1460,cell_240,8,132,5.28,9.949658359625482e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1461,cell_296,9,132,5.28,9.949658359511497e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1462,cell_351,10,132,5.28,9.94962362480125e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1463,cell_000,0,133,5.32,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1464,cell_003,1,133,5.32,0.1611296831540787,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1465,cell_015,2,133,5.32,0.003768456921280668,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1466,cell_035,3,133,5.32,2.011898589805357e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1467,cell_057,4,133,5.32,9.951644691640927e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1468,cell_086,5,133,5.32,9.951638098672727e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1469,cell_126,6,133,5.32,9.951638098669907e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1470,cell_181,7,133,5.32,9.951638098669907e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1471,cell_240,8,133,5.32,9.951638098669907e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1472,cell_296,9,133,5.32,9.951638098554956e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1473,cell_351,10,133,5.32,9.95160327688275e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1474,cell_000,0,134,5.36,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1475,cell_003,1,134,5.36,0.16136042343608106,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1476,cell_015,2,134,5.36,0.003798626000317458,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1477,cell_035,3,134,5.36,2.0390015744858635e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1478,cell_057,4,134,5.36,9.953546929210893e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1479,cell_086,5,134,5.36,9.953540059601347e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1480,cell_126,6,134,5.36,9.953540059598363e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1481,cell_181,7,134,5.36,9.953540059598363e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1482,cell_240,8,134,5.36,9.953540059598363e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1483,cell_296,9,134,5.36,9.95354005948246e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1484,cell_351,10,134,5.36,9.953505153415713e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1485,cell_000,0,135,5.4,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1486,cell_003,1,135,5.4,0.16158703791796,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1487,cell_015,2,135,5.4,0.0038284917065661934,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1488,cell_035,3,135,5.4,2.066340559671064e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1489,cell_057,4,135,5.4,9.95537445141574e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1490,cell_086,5,135,5.4,9.955367298087403e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1491,cell_126,6,135,5.4,9.955367298084243e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1492,cell_181,7,135,5.4,9.955367298084243e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1493,cell_240,8,135,5.4,9.955367298084243e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1494,cell_296,9,135,5.4,9.955367297967406e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1495,cell_351,10,135,5.4,9.955332310005796e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1496,cell_000,0,136,5.44,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1497,cell_003,1,136,5.44,0.16180960673626513,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1498,cell_015,2,136,5.44,0.0038580540638853277,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1499,cell_035,3,136,5.44,2.0939075313913575e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1500,cell_057,4,136,5.44,9.957130193904682e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1501,cell_086,5,136,5.44,9.957122749755856e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1502,cell_126,6,136,5.44,9.957122749752508e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1503,cell_181,7,136,5.44,9.957122749752508e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1504,cell_240,8,136,5.44,9.957122749752508e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1505,cell_296,9,136,5.44,9.957122749634757e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1506,cell_351,10,136,5.44,9.957087682211602e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1507,cell_000,0,137,5.48,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1508,cell_003,1,137,5.48,0.16202820828366665,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1509,cell_015,2,137,5.48,0.0038873132134653638,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1510,cell_035,3,137,5.48,2.121694407828223e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1511,cell_057,4,137,5.48,9.95881697699092e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1512,cell_086,5,137,5.48,9.958809234899567e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1513,cell_126,6,137,5.48,9.958809234896033e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1514,cell_181,7,137,5.48,9.958809234896033e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1515,cell_240,8,137,5.48,9.958809234896033e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1516,cell_296,9,137,5.48,9.958809234777387e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1517,cell_351,10,137,5.48,9.958774090260992e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1518,cell_000,0,138,5.5200000000000005,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1519,cell_003,1,138,5.5200000000000005,0.16224291925199255,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1520,cell_015,2,138,5.5200000000000005,0.003916269409658651,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1521,cell_035,3,138,5.5200000000000005,2.149693048750023e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1522,cell_057,4,138,5.5200000000000005,9.960437510182674e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1523,cell_086,5,138,5.5200000000000005,9.960429463010383e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1524,cell_126,6,138,5.5200000000000005,9.960429463006647e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1525,cell_181,7,138,5.5200000000000005,9.960429463006647e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1526,cell_240,8,138,5.5200000000000005,9.960429463006647e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1527,cell_296,9,138,5.5200000000000005,9.960429462887127e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1528,cell_351,10,138,5.5200000000000005,9.960394243582193e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1529,cell_000,0,139,5.5600000000000005,0.9999999999999999,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1530,cell_003,1,139,5.5600000000000005,0.16245381467408468,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1531,cell_015,2,139,5.5600000000000005,0.003944923015893092,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1532,cell_035,3,139,5.5600000000000005,2.177895264732721e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1533,cell_057,4,139,5.5600000000000005,9.96199439653625e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1534,cell_086,5,139,5.5600000000000005,9.961986037132153e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1535,cell_126,6,139,5.5600000000000005,9.96198603712821e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1536,cell_181,7,139,5.5600000000000005,9.96198603712821e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1537,cell_240,8,139,5.5600000000000005,9.96198603712821e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1538,cell_296,9,139,5.5600000000000005,9.96198603700783e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1539,cell_351,10,139,5.5600000000000005,9.961950745156785e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1540,cell_000,0,140,5.6000000000000005,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1541,cell_003,1,140,5.6000000000000005,0.16266096796450802,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1542,cell_015,2,140,5.6000000000000005,0.003973274500669794,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1543,cell_035,3,140,5.6000000000000005,2.206292826159337e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1544,cell_057,4,140,5.6000000000000005,9.96349013683807e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1545,cell_086,5,140,5.6000000000000005,9.963481458042783e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1546,cell_126,6,140,5.6000000000000005,9.96348145803863e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1547,cell_181,7,140,5.6000000000000005,9.96348145803863e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1548,cell_240,8,140,5.6000000000000005,9.96348145803863e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1549,cell_296,9,140,5.6000000000000005,9.9634814579174e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1550,cell_351,10,140,5.6000000000000005,9.963446095701756e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1551,cell_000,0,141,5.64,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1552,cell_003,1,141,5.64,0.16286445095914598,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1553,cell_015,2,141,5.64,0.004001324433644613,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1554,cell_035,3,141,5.64,2.2348774719926194e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1555,cell_057,4,141,5.64,9.964927133622409e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1556,cell_086,5,141,5.64,9.964918128271963e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1557,cell_126,6,141,5.64,9.964918128267582e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1558,cell_181,7,141,5.64,9.964918128267582e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1559,cell_240,8,141,5.64,9.964918128267582e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1560,cell_296,9,141,5.64,9.964918128145527e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1561,cell_351,10,141,5.64,9.96488269768721e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1562,cell_000,0,142,5.68,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1563,cell_003,1,142,5.68,0.16306433395371525,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1564,cell_015,2,142,5.68,0.004029073481793461,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1565,cell_035,3,142,5.68,2.263640918316079e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1566,cell_057,4,142,5.68,9.966307695031291e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1567,cell_086,5,142,5.68,9.966298355961041e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1568,cell_126,6,142,5.68,9.966298355956425e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1569,cell_181,7,142,5.68,9.966298355956425e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1570,cell_240,8,142,5.68,9.966298355956425e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1571,cell_296,9,142,5.68,9.96629835583356e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1572,cell_351,10,142,5.68,9.966262859196235e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1573,cell_000,0,143,5.72,1.0,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1574,cell_003,1,143,5.72,0.1632606857412312,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1575,cell_015,2,143,5.72,0.004056522405661103,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1576,cell_035,3,143,5.72,2.2925748666391558e-06,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1577,cell_057,4,143,5.72,9.96763403852274e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1578,cell_086,5,143,5.72,9.967624358571268e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
1579,cell_126,6,143,5.72,9.96762435856641e-07,0.5,0.31622776601683794,2.0,0.0,1e-06,0.4,3
