,filename,p0,J,v0,f,dt,a,k,L,Dr,D_eff
99,p03.30_J-0.16_v03.16e-01.npy,3.3000000000000003,-0.16,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0009402303753491602
100,p03.40_J-0.00_v03.16e-01.npy,3.4000000000000004,-0.0,0.31622776601683794,200,0.05,0.4,2,10,0.01,3.4219454807472574e-08
101,p03.40_J-0.04_v03.16e-01.npy,3.4000000000000004,-0.04,0.31622776601683794,200,0.05,0.4,2,10,0.01,5.119316813968269e-07
102,p03.40_J-0.08_v03.16e-01.npy,3.4000000000000004,-0.08,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0004035634596968701
103,p03.40_J-0.12_v03.16e-01.npy,3.4000000000000004,-0.12,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0008861062437450502
104,p03.40_J-0.16_v03.16e-01.npy,3.4000000000000004,-0.16,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0010459372553406085
105,p03.50_J-0.00_v03.16e-01.npy,3.5,-0.0,0.31622776601683794,200,0.05,0.4,2,10,0.01,3.28669206304879e-08
106,p03.50_J-0.04_v03.16e-01.npy,3.5,-0.04,0.31622776601683794,200,0.05,0.4,2,10,0.01,4.450985509360941e-05
107,p03.50_J-0.08_v03.16e-01.npy,3.5,-0.08,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.00040639521859450734
108,p03.50_J-0.12_v03.16e-01.npy,3.5,-0.12,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.000650406181793661
109,p03.50_J-0.16_v03.16e-01.npy,3.5,-0.16,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0011085768683494145
110,p03.60_J-0.00_v03.16e-01.npy,3.6,-0.0,0.31622776601683794,200,0.05,0.4,2,10,0.01,1.28472355069775e-06
111,p03.60_J-0.04_v03.16e-01.npy,3.6,-0.04,0.31622776601683794,200,0.05,0.4,2,10,0.01,4.176735602336469e-05
112,p03.60_J-0.08_v03.16e-01.npy,3.6,-0.08,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0005207659564802896
113,p03.60_J-0.12_v03.16e-01.npy,3.6,-0.12,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0007981044725659236
114,p03.60_J-0.16_v03.16e-01.npy,3.6,-0.16,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.000926360824124365
115,p03.70_J-0.00_v03.16e-01.npy,3.7,-0.0,0.31622776601683794,200,0.05,0.4,2,10,0.01,9.409483559660133e-07
116,p03.70_J-0.04_v03.16e-01.npy,3.7,-0.04,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.00014361428675089215
