,filename,p0,J,v0,f,dt,a,k
204,data/2020-08-19_avm_phase_sims/p03.60_J-0.16_v03.16e+00,3.6,-0.16,3.1622776601683795,200,0.05,0.4,2
205,data/2020-08-19_avm_phase_sims/p03.70_J-0.00_v03.16e+00,3.7,-0.0,3.1622776601683795,200,0.05,0.4,2
206,data/2020-08-19_avm_phase_sims/p03.70_J-0.04_v03.16e+00,3.7,-0.04,3.1622776601683795,200,0.05,0.4,2
207,data/2020-08-19_avm_phase_sims/p03.70_J-0.08_v03.16e+00,3.7,-0.08,3.1622776601683795,200,0.05,0.4,2
208,data/2020-08-19_avm_phase_sims/p03.70_J-0.12_v03.16e+00,3.7,-0.12,3.1622776601683795,200,0.05,0.4,2
209,data/2020-08-19_avm_phase_sims/p03.70_J-0.16_v03.16e+00,3.7,-0.16,3.1622776601683795,200,0.05,0.4,2
210,data/2020-08-19_avm_phase_sims/p03.80_J-0.00_v03.16e+00,3.8,-0.0,3.1622776601683795,200,0.05,0.4,2
211,data/2020-08-19_avm_phase_sims/p03.80_J-0.04_v03.16e+00,3.8,-0.04,3.1622776601683795,200,0.05,0.4,2
212,data/2020-08-19_avm_phase_sims/p03.80_J-0.08_v03.16e+00,3.8,-0.08,3.1622776601683795,200,0.05,0.4,2
213,data/2020-08-19_avm_phase_sims/p03.80_J-0.12_v03.16e+00,3.8,-0.12,3.1622776601683795,200,0.05,0.4,2
214,data/2020-08-19_avm_phase_sims/p03.80_J-0.16_v03.16e+00,3.8,-0.16,3.1622776601683795,200,0.05,0.4,2
215,data/2020-08-19_avm_phase_sims/p03.90_J-0.00_v03.16e+00,3.9,-0.0,3.1622776601683795,200,0.05,0.4,2
216,data/2020-08-19_avm_phase_sims/p03.90_J-0.04_v03.16e+00,3.9,-0.04,3.1622776601683795,200,0.05,0.4,2
217,data/2020-08-19_avm_phase_sims/p03.90_J-0.08_v03.16e+00,3.9,-0.08,3.1622776601683795,200,0.05,0.4,2
218,data/2020-08-19_avm_phase_sims/p03.90_J-0.12_v03.16e+00,3.9,-0.12,3.1622776601683795,200,0.05,0.4,2
219,data/2020-08-19_avm_phase_sims/p03.90_J-0.16_v03.16e+00,3.9,-0.16,3.1622776601683795,200,0.05,0.4,2
220,data/2020-08-19_avm_phase_sims/p04.00_J-0.00_v03.16e+00,4.0,-0.0,3.1622776601683795,200,0.05,0.4,2
221,data/2020-08-19_avm_phase_sims/p04.00_J-0.04_v03.16e+00,4.0,-0.04,3.1622776601683795,200,0.05,0.4,2
222,data/2020-08-19_avm_phase_sims/p04.00_J-0.08_v03.16e+00,4.0,-0.08,3.1622776601683795,200,0.05,0.4,2
223,data/2020-08-19_avm_phase_sims/p04.00_J-0.12_v03.16e+00,4.0,-0.12,3.1622776601683795,200,0.05,0.4,2
224,data/2020-08-19_avm_phase_sims/p04.00_J-0.16_v03.16e+00,4.0,-0.16,3.1622776601683795,200,0.05,0.4,2
