,cell,X_coord,step,time,expression,alpha,k_s,p_s,delta,lambda,tau,run
757,cell_296,9,68,2.72,9.18777382865487e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
758,cell_351,10,68,2.72,1.4187634660230055e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
759,cell_000,0,69,2.7600000000000002,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
760,cell_003,1,69,2.7600000000000002,0.46852938545144773,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
761,cell_015,2,69,2.7600000000000002,0.45263087754478426,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
762,cell_035,3,69,2.7600000000000002,0.42882888598931246,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
763,cell_057,4,69,2.7600000000000002,0.39309239357055786,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
764,cell_086,5,69,2.7600000000000002,0.33942337884391005,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
765,cell_126,6,69,2.7600000000000002,0.2588221140060268,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
766,cell_181,7,69,2.7600000000000002,0.1378305029240635,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
767,cell_240,8,69,2.7600000000000002,0.00029588187990496357,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
768,cell_296,9,69,2.7600000000000002,0.00012032767964158012,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
769,cell_351,10,69,2.7600000000000002,1.760323935506508e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
770,cell_000,0,70,2.8000000000000003,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
771,cell_003,1,70,2.8000000000000003,0.46976582358188895,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
772,cell_015,2,70,2.8000000000000003,0.4544919259364188,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
773,cell_035,3,70,2.8000000000000003,0.43162505550308805,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
774,cell_057,4,70,2.8000000000000003,0.3972925589634901,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
775,cell_086,5,70,2.8000000000000003,0.3457320517610632,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
776,cell_126,6,70,2.8000000000000003,0.2682972357839275,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
777,cell_181,7,70,2.8000000000000003,0.15205602178886546,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
778,cell_240,8,70,2.8000000000000003,0.0004098589152766718,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
779,cell_296,9,70,2.8000000000000003,0.00016034685740798512,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
780,cell_351,10,70,2.8000000000000003,2.2208763201677137e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
781,cell_000,0,71,2.84,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
782,cell_003,1,71,2.84,0.4709536850435279,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
783,cell_015,2,71,2.84,0.4562798583279556,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
784,cell_035,3,71,2.84,0.43431137050839086,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
785,cell_057,4,71,2.84,0.40132771073184237,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
786,cell_086,5,71,2.84,0.35179287568515055,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
787,cell_126,6,71,2.84,0.27740012977856215,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
788,cell_181,7,71,2.84,0.16572322369873033,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
789,cell_240,8,71,2.84,0.0008273314059963849,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
790,cell_296,9,71,2.84,0.0002176857858283443,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
791,cell_351,10,71,2.84,2.852624026083945e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
792,cell_000,0,72,2.88,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
793,cell_003,1,72,2.88,0.47209487829587193,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
794,cell_015,2,72,2.88,0.457997547262899,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
795,cell_035,3,72,2.88,0.4368921469015292,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
796,cell_057,4,72,2.88,0.40520433177713533,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
797,cell_086,5,72,2.88,0.35761558738748705,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
798,cell_126,6,72,2.88,0.28614543175164237,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
799,cell_181,7,72,2.88,0.17885441080161985,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
800,cell_240,8,72,2.88,0.018603656591324895,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
801,cell_296,9,72,2.88,0.00030145908676598547,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
802,cell_351,10,72,2.88,3.735303786534831e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
803,cell_000,0,73,2.92,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
804,cell_003,1,73,2.92,0.47319123681972985,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
805,cell_015,2,73,2.92,0.4596477524301433,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
806,cell_035,3,73,2.92,0.43937153102006676,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
807,cell_057,4,73,2.92,0.40892865031541475,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
808,cell_086,5,73,2.92,0.36320954123911253,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
809,cell_126,6,73,2.92,0.2945471872249096,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
810,cell_181,7,73,2.92,0.19147036657983135,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
811,cell_240,8,73,2.92,0.037426449718584776,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
812,cell_296,9,73,2.92,0.0004263995914463713,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
813,cell_351,10,73,2.92,4.99318502946195e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
814,cell_000,0,74,2.96,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
815,cell_003,1,74,2.96,0.4742445220629366,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
816,cell_015,2,74,2.96,0.4612331250976882,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
817,cell_035,3,74,2.96,0.441753506304072,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
818,cell_057,4,74,2.96,0.4125066498811998,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
819,cell_086,5,74,2.96,0.36858372419978247,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
820,cell_126,6,74,2.96,0.30261888171687756,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
821,cell_181,7,74,2.96,0.20359101381413425,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
822,cell_240,8,74,2.96,0.055568094261812154,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
823,cell_296,9,74,2.96,0.0006167957283588054,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
824,cell_351,10,74,2.96,6.82413969948617e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
825,cell_000,0,75,3.0,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
826,cell_003,1,75,3.0,0.4752564262703489,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
827,cell_015,2,75,3.0,0.4627562123721695,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
828,cell_035,3,75,3.0,0.444041899695707,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
829,cell_057,4,75,3.0,0.4159440789387966,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
830,cell_086,5,75,3.0,0.3737467702283451,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
831,cell_126,6,75,3.0,0.3103734754825088,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
832,cell_181,7,75,3.0,0.21523567049538403,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
833,cell_240,8,75,3.0,0.07301219394708278,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
834,cell_296,9,75,3.0,0.000913455972053528,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
835,cell_351,10,75,3.0,9.550500223827027e-05,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
836,cell_000,0,76,3.04,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
837,cell_003,1,76,3.04,0.4762285752026574,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
838,cell_015,2,76,3.04,0.4642194612910527,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
839,cell_035,3,76,3.04,0.4462403877874301,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
840,cell_057,4,76,3.04,0.4192464601163156,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
841,cell_086,5,76,3.04,0.37870697413381055,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
842,cell_126,6,76,3.04,0.317823422148328,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
843,cell_181,7,76,3.04,0.226422964793902,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
844,cell_240,8,76,3.04,0.08977719280603758,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
845,cell_296,9,76,3.04,0.0013860884406840823,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
846,cell_351,10,76,3.04,0.00013710170839690655,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
847,cell_000,0,77,3.08,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
848,cell_003,1,77,3.08,0.47716253074838344,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
849,cell_015,2,77,3.08,0.4656252227540576,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
850,cell_035,3,77,3.08,0.44835250272867977,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
851,cell_057,4,77,3.08,0.4224190990771465,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
852,cell_086,5,77,3.08,0.3834723048869335,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
853,cell_126,6,77,3.08,0.3249806875565483,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
854,cell_181,7,77,3.08,0.2371708244143602,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
855,cell_240,8,77,3.08,0.10588672201798041,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
856,cell_296,9,77,3.08,0.002155072832419831,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
857,cell_351,10,77,3.08,0.00020223859422780667,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
858,cell_000,0,78,3.12,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
859,cell_003,1,78,3.12,0.4780597934332581,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
860,cell_015,2,78,3.12,0.466975755300136,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
861,cell_035,3,78,3.12,0.45038163790052765,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
862,cell_057,4,78,3.12,0.4254670930430874,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
863,cell_086,5,78,3.12,0.3880504184120977,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
864,cell_126,6,78,3.12,0.3318567683572838,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
865,cell_181,7,78,3.12,0.24749648869773888,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
866,cell_240,8,78,3.12,0.1213652054841166,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
867,cell_296,9,78,3.12,0.0034281225836714727,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
868,cell_351,10,78,3.12,0.0003070950194517833,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
869,cell_000,0,79,3.16,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
870,cell_003,1,79,3.16,0.47892180483101365,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
871,cell_015,2,79,3.16,0.46827322873606325,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
872,cell_035,3,79,3.16,0.4523310533674087,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
873,cell_057,4,79,3.16,0.42839533898277465,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
874,cell_086,5,79,3.16,0.3924486698789728,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
875,cell_126,6,79,3.16,0.3384627101155488,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
876,cell_181,7,79,3.16,0.257416528542271,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
877,cell_240,8,79,3.16,0.1362367623454381,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
878,cell_296,9,79,3.16,0.00555508572435546,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
879,cell_351,10,79,3.16,0.00048086811676590377,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
880,cell_000,0,80,3.2,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
881,cell_003,1,80,3.2,0.47974994987946196,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
882,cell_015,2,80,3.2,0.4695197276224762,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
883,cell_035,3,80,3.2,0.4542038811146854,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
884,cell_057,4,80,3.2,0.4312085414785308,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
885,cell_086,5,80,3.2,0.39667412551295544,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
886,cell_126,6,80,3.2,0.3448091248374816,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
887,cell_181,7,80,3.2,0.26694686905475823,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
888,cell_240,8,80,3.2,0.15052485900624293,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
889,cell_296,9,80,3.2,0.009085673345687599,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
890,cell_351,10,80,3.2,0.0007776029963569055,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
891,cell_000,0,81,3.24,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
892,cell_003,1,81,3.24,0.4805455591055792,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
893,cell_015,2,81,3.24,0.4707172546229573,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
894,cell_035,3,81,3.24,0.45600313008045595,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
895,cell_057,4,81,3.24,0.4339112202842442,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
896,cell_086,5,81,3.24,0.4007335739428448,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
897,cell_126,6,81,3.24,0.3509062078813598,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
898,cell_181,7,81,3.24,0.2761028130173222,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
899,cell_240,8,81,3.24,0.1642521923326643,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
900,cell_296,9,81,3.24,0.014760718507619043,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
901,cell_351,10,81,3.24,0.0012994889135608222,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
902,cell_000,0,82,3.2800000000000002,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
903,cell_003,1,82,3.2800000000000002,0.48130991076317375,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
904,cell_015,2,82,3.2800000000000002,0.4718677337215452,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
905,cell_035,3,82,3.2800000000000002,0.45773169098969,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
906,cell_057,4,82,3.2800000000000002,0.43650771758639834,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
907,cell_086,5,82,3.2800000000000002,0.4046335371036235,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
908,cell_126,6,82,3.2800000000000002,0.3567637542473463,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
909,cell_181,7,82,3.2800000000000002,0.28489907837506734,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
910,cell_240,8,82,3.2800000000000002,0.17744108331636377,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
911,cell_296,9,82,3.2800000000000002,0.03144186353190424,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
912,cell_351,10,82,3.2800000000000002,0.0022418423281819486,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
913,cell_000,0,83,3.3200000000000003,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
914,cell_003,1,83,3.3200000000000003,0.48204423288656933,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
915,cell_015,2,83,3.3200000000000003,0.47297301331383734,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
916,cell_035,3,83,3.3200000000000003,0.4593923409984534,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
917,cell_057,4,83,3.3200000000000003,0.4390022049799004,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
918,cell_086,5,83,3.3200000000000003,0.4083802807115908,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
919,cell_126,6,83,3.3200000000000003,0.36239117425358136,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
920,cell_181,7,83,3.3200000000000003,0.29334979667571254,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
921,cell_240,8,83,3.3200000000000003,0.19011252651155244,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
922,cell_296,9,83,3.3200000000000003,0.04975431493367398,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
923,cell_351,10,83,3.3200000000000003,0.003973162345437912,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
924,cell_000,0,84,3.36,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
925,cell_003,1,84,3.36,0.4827497052636054,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
926,cell_015,2,84,3.36,0.4740348691766566,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
927,cell_035,3,84,3.36,0.46098774815568255,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
928,cell_057,4,84,3.36,0.44139869016990074,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
929,cell_086,5,84,3.36,0.41197982432848207,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
930,cell_126,6,84,3.36,0.36779750861301047,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
931,cell_181,7,84,3.36,0.30146853142792496,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
932,cell_240,8,84,3.36,0.20228650243623864,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
933,cell_296,9,84,3.36,0.06741145435171106,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
934,cell_351,10,84,3.36,0.00714537420450969,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
935,cell_000,0,85,3.4,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
936,cell_003,1,85,3.4,0.4834274613311228,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
937,cell_015,2,85,3.4,0.4750550073210461,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
938,cell_035,3,85,3.4,0.46252047568967636,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
939,cell_057,4,85,3.4,0.44370102341036033,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
940,cell_086,5,85,3.4,0.415437951030607,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
941,cell_126,6,85,3.4,0.3729914429287648,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
942,cell_181,7,85,3.4,0.3092683180163355,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
943,cell_240,8,85,3.4,0.21398240337112956,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
944,cell_296,9,85,3.4,0.0843907259624396,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
945,cell_351,10,85,3.4,0.012729747523729441,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
946,cell_000,0,86,3.44,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
947,cell_003,1,86,3.44,0.48407858999598047,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
948,cell_015,2,86,3.44,0.4760350667331815,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
949,cell_035,3,86,3.44,0.4639929861261884,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
950,cell_057,4,86,3.44,0.44591290368970027,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
951,cell_086,5,86,3.44,0.41876021669842567,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
952,cell_126,6,86,3.44,0.37798132162727877,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
953,cell_181,7,86,3.44,0.3167616824198875,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
954,cell_240,8,86,3.44,0.2252189352815918,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
955,cell_296,9,86,3.44,0.10070931063480855,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
956,cell_351,10,86,3.44,0.021686919183687727,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
957,cell_000,0,87,3.48,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
958,cell_003,1,87,3.48,0.4847041373845289,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
959,cell_015,2,87,3.48,0.4769766220075996,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
960,cell_035,3,87,3.48,0.46540764524473643,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
961,cell_057,4,87,3.48,0.44803788467346345,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
962,cell_086,5,87,3.48,0.4219519589414128,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
963,cell_126,6,87,3.48,0.3827751613489468,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
964,cell_181,7,87,3.48,0.3239606600821741,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
965,cell_240,8,87,3.48,0.23601410315971885,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
966,cell_296,9,87,3.48,0.11639004338859602,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
967,cell_351,10,87,3.48,0.03418737318717554,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
968,cell_000,0,88,3.52,0.9999999999999999,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
969,cell_003,1,88,3.52,0.4853051085233523,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
970,cell_015,2,88,3.52,0.4778811858769749,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
971,cell_035,3,88,3.52,0.46676672587948387,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
972,cell_057,4,88,3.52,0.4500793804135311,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
973,cell_086,5,88,3.52,0.42501830567248183,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
974,cell_126,6,88,3.52,0.38738066381613756,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
975,cell_181,7,88,3.52,0.3308768145710476,0.5,0.00031622776601683794,2.0,0.0,1e-06,0.4,3
