,cell,X_coord,step,time,expression,alpha,k_s,p_s,delta,lambda,tau,run
30,cell_240,8,2,0.08,7.703173539859693e-08,0.5,1e-05,2.0,0.0,1e-06,0.4,0
31,cell_296,9,2,0.08,7.703173539859693e-08,0.5,1e-05,2.0,0.0,1e-06,0.4,0
32,cell_351,10,2,0.08,7.703173539859693e-08,0.5,1e-05,2.0,0.0,1e-06,0.4,0
33,cell_000,0,3,0.12,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
34,cell_003,1,3,0.12,0.056646597012548636,0.5,1e-05,2.0,0.0,1e-06,0.4,0
35,cell_015,2,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
36,cell_035,3,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
37,cell_057,4,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
38,cell_086,5,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
39,cell_126,6,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
40,cell_181,7,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
41,cell_240,8,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
42,cell_296,9,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
43,cell_351,10,3,0.12,1.1329296784701628e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
44,cell_000,0,4,0.16,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
45,cell_003,1,4,0.16,0.07406493913228648,0.5,1e-05,2.0,0.0,1e-06,0.4,0
46,cell_015,2,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
47,cell_035,3,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
48,cell_057,4,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
49,cell_086,5,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
50,cell_126,6,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
51,cell_181,7,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
52,cell_240,8,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
53,cell_296,9,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
54,cell_351,10,4,0.16,1.4812958253867437e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
55,cell_000,0,5,0.2,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
56,cell_003,1,5,0.2,0.09079895593262377,0.5,1e-05,2.0,0.0,1e-06,0.4,0
57,cell_015,2,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
58,cell_035,3,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
59,cell_057,4,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
60,cell_086,5,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
61,cell_126,6,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
62,cell_181,7,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
63,cell_240,8,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
64,cell_296,9,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
65,cell_351,10,5,0.2,1.8159754932390012e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
66,cell_000,0,6,0.24,1.0000000000000002,0.5,1e-05,2.0,0.0,1e-06,0.4,0
67,cell_003,1,6,0.24,0.10687553293111172,0.5,1e-05,2.0,0.0,1e-06,0.4,0
68,cell_015,2,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
69,cell_035,3,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
70,cell_057,4,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
71,cell_086,5,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
72,cell_126,6,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
73,cell_181,7,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
74,cell_240,8,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
75,cell_296,9,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
76,cell_351,10,6,0.24,2.1375063913044755e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
77,cell_000,0,7,0.28,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
78,cell_003,1,7,0.28,0.12232049937712977,0.5,1e-05,2.0,0.0,1e-06,0.4,0
79,cell_015,2,7,0.28,2.446405103539447e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
80,cell_035,3,7,0.28,2.4464051035394473e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
81,cell_057,4,7,0.28,2.4464051035394473e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
82,cell_086,5,7,0.28,2.4464051035394473e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
83,cell_126,6,7,0.28,2.4464051035394473e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
84,cell_181,7,7,0.28,2.4464051035394473e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
85,cell_240,8,7,0.28,2.4464051035394473e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
86,cell_296,9,7,0.28,2.4464051035394473e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
87,cell_351,10,7,0.28,2.4464051035394473e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
88,cell_000,0,8,0.32,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
89,cell_003,1,8,0.32,0.137158669750155,0.5,1e-05,2.0,0.0,1e-06,0.4,0
90,cell_015,2,8,0.32,2.743167918542668e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
91,cell_035,3,8,0.32,2.743167918542668e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
92,cell_057,4,8,0.32,2.743167918542668e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
93,cell_086,5,8,0.32,2.743167918542668e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
94,cell_126,6,8,0.32,2.743167918542668e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
95,cell_181,7,8,0.32,2.743167918542668e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
96,cell_240,8,8,0.32,2.743167918542668e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
97,cell_296,9,8,0.32,2.743167918542668e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
98,cell_351,10,8,0.32,2.7431679185426686e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
99,cell_000,0,9,0.36,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
100,cell_003,1,9,0.36,0.15141388362766314,0.5,1e-05,2.0,0.0,1e-06,0.4,0
101,cell_015,2,9,0.36,3.0282716269117883e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
102,cell_035,3,9,0.36,3.0282716269117893e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
103,cell_057,4,9,0.36,3.0282716269117893e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
104,cell_086,5,9,0.36,3.0282716269117893e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
105,cell_126,6,9,0.36,3.0282716269117893e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
106,cell_181,7,9,0.36,3.0282716269117893e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
107,cell_240,8,9,0.36,3.0282716269117893e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
108,cell_296,9,9,0.36,3.0282716269117893e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
109,cell_351,10,9,0.36,3.028271626911789e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
110,cell_000,0,10,0.4,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
111,cell_003,1,10,0.4,0.16510904398671417,0.5,1e-05,2.0,0.0,1e-06,0.4,0
112,cell_015,2,10,0.4,3.3021742872738524e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
113,cell_035,3,10,0.4,3.3021742872735396e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
114,cell_057,4,10,0.4,3.3021742872735396e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
115,cell_086,5,10,0.4,3.3021742872735396e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
116,cell_126,6,10,0.4,3.3021742872735396e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
117,cell_181,7,10,0.4,3.3021742872735396e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
118,cell_240,8,10,0.4,3.3021742872735396e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
119,cell_296,9,10,0.4,3.3021742872735396e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
120,cell_351,10,10,0.4,3.30217428727354e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
121,cell_000,0,11,0.44,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
122,cell_003,1,11,0.44,0.17826615400320509,0.5,1e-05,2.0,0.0,1e-06,0.4,0
123,cell_015,2,11,0.44,0.01771232783394422,0.5,1e-05,2.0,0.0,1e-06,0.4,0
124,cell_035,3,11,0.44,4.448592319147718e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
125,cell_057,4,11,0.44,4.448592319147718e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
126,cell_086,5,11,0.44,4.448592319147718e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
127,cell_126,6,11,0.44,4.448592319147718e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
128,cell_181,7,11,0.44,4.448592319147718e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
129,cell_240,8,11,0.44,4.448592319147718e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
130,cell_296,9,11,0.44,4.448592319147718e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
131,cell_351,10,11,0.44,3.7861364384325175e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
132,cell_000,0,12,0.48,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
133,cell_003,1,12,0.48,0.19090635240048445,0.5,1e-05,2.0,0.0,1e-06,0.4,0
134,cell_015,2,12,0.48,0.03666020541148681,0.5,1e-05,2.0,0.0,1e-06,0.4,0
135,cell_035,3,12,0.48,1.1173954471872383e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
136,cell_057,4,12,0.48,1.1173954471872383e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
137,cell_086,5,12,0.48,1.1173954471872383e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
138,cell_126,6,12,0.48,1.1173954471872383e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
139,cell_181,7,12,0.48,1.1173954471872383e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
140,cell_240,8,12,0.48,1.1173954471872383e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
141,cell_296,9,12,0.48,1.1173954471872383e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
142,cell_351,10,12,0.48,5.657125501316587e-07,0.5,1e-05,2.0,0.0,1e-06,0.4,0
143,cell_000,0,13,0.52,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
144,cell_003,1,13,0.52,0.20304994740850701,0.5,1e-05,2.0,0.0,1e-06,0.4,0
145,cell_015,2,13,0.52,0.05486373194023051,0.5,1e-05,2.0,0.0,1e-06,0.4,0
146,cell_035,3,13,0.52,2.8546053723450755e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
147,cell_057,4,13,0.52,2.8546053723450755e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
148,cell_086,5,13,0.52,2.8546053723450755e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
149,cell_126,6,13,0.52,2.8546053723450755e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
150,cell_181,7,13,0.52,2.8546053723450755e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
151,cell_240,8,13,0.52,2.8546053723450755e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
152,cell_296,9,13,0.52,2.8546053723450755e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
153,cell_351,10,13,0.52,1.0182605665840887e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
154,cell_000,0,14,0.56,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
155,cell_003,1,14,0.56,0.21471644939519502,0.5,1e-05,2.0,0.0,1e-06,0.4,0
156,cell_015,2,14,0.56,0.07235210140980036,0.5,1e-05,2.0,0.0,1e-06,0.4,0
157,cell_035,3,14,0.56,6.079991020281335e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
158,cell_057,4,14,0.56,6.079991020281335e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
159,cell_086,5,14,0.56,6.079991020281335e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
160,cell_126,6,14,0.56,6.079991020281335e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
161,cell_181,7,14,0.56,6.079991020281335e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
162,cell_240,8,14,0.56,6.079991020281335e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
163,cell_296,9,14,0.56,6.079991020281335e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
164,cell_351,10,14,0.56,1.842211641292389e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
165,cell_000,0,15,0.6,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
166,cell_003,1,15,0.6,0.2259246022125177,0.5,1e-05,2.0,0.0,1e-06,0.4,0
167,cell_015,2,15,0.6,0.08915340090495415,0.5,1e-05,2.0,0.0,1e-06,0.4,0
168,cell_035,3,15,0.6,1.114276569416857e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
169,cell_057,4,15,0.6,1.114276569416857e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
170,cell_086,5,15,0.6,1.114276569416857e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
171,cell_126,6,15,0.6,1.114276569416857e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
172,cell_181,7,15,0.6,1.114276569416857e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
173,cell_240,8,15,0.6,1.114276569416857e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
174,cell_296,9,15,0.6,1.114276569416857e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
175,cell_351,10,15,0.6,3.12498003164724e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
176,cell_000,0,16,0.64,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
177,cell_003,1,16,0.64,0.23669241331106322,0.5,1e-05,2.0,0.0,1e-06,0.4,0
178,cell_015,2,16,0.64,0.10529462053386414,0.5,1e-05,2.0,0.0,1e-06,0.4,0
179,cell_035,3,16,0.64,1.83260332101535e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
180,cell_057,4,16,0.64,1.83260332101535e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
181,cell_086,5,16,0.64,1.83260332101535e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
182,cell_126,6,16,0.64,1.83260332101535e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
183,cell_181,7,16,0.64,1.83260332101535e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
184,cell_240,8,16,0.64,1.83260332101535e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
185,cell_296,9,16,0.64,1.83260332101535e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
186,cell_351,10,16,0.64,4.9374864716081674e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
187,cell_000,0,17,0.68,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
188,cell_003,1,17,0.68,0.24703718267148717,0.5,1e-05,2.0,0.0,1e-06,0.4,0
189,cell_015,2,17,0.68,0.12080169187309403,0.5,1e-05,2.0,0.0,1e-06,0.4,0
190,cell_035,3,17,0.68,2.7854221800414076e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
191,cell_057,4,17,0.68,2.7854221800414076e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
192,cell_086,5,17,0.68,2.7854221800414076e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
193,cell_126,6,17,0.68,2.7854221800414076e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
194,cell_181,7,17,0.68,2.7854221800414076e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
195,cell_240,8,17,0.68,2.7854221800414076e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
196,cell_296,9,17,0.68,2.7854221800414076e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
197,cell_351,10,17,0.68,7.336015015647741e-06,0.5,1e-05,2.0,0.0,1e-06,0.4,0
198,cell_000,0,18,0.72,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
199,cell_003,1,18,0.72,0.2569755305993151,0.5,1e-05,2.0,0.0,1e-06,0.4,0
200,cell_015,2,18,0.72,0.13569952840157642,0.5,1e-05,2.0,0.0,1e-06,0.4,0
201,cell_035,3,18,0.72,3.9899832477307214e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
202,cell_057,4,18,0.72,3.9899832477307214e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
203,cell_086,5,18,0.72,3.9899832477307214e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
204,cell_126,6,18,0.72,3.9899832477307214e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
205,cell_181,7,18,0.72,3.9899832477307214e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
206,cell_240,8,18,0.72,3.9899832477307214e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
207,cell_296,9,18,0.72,3.9899832477307214e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
208,cell_351,10,18,0.72,1.0363896499939452e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
209,cell_000,0,19,0.76,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
210,cell_003,1,19,0.76,0.266523424427756,0.5,1e-05,2.0,0.0,1e-06,0.4,0
211,cell_015,2,19,0.76,0.15001206511560156,0.5,1e-05,2.0,0.0,1e-06,0.4,0
212,cell_035,3,19,0.76,5.458955755439542e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
213,cell_057,4,19,0.76,5.458955755439544e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
214,cell_086,5,19,0.76,5.458955755439544e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
215,cell_126,6,19,0.76,5.458955755439544e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
216,cell_181,7,19,0.76,5.458955755439544e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
217,cell_240,8,19,0.76,5.458955755439544e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
218,cell_296,9,19,0.76,5.458955755439544e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
219,cell_351,10,19,0.76,1.4053033308816584e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
220,cell_000,0,20,0.8,0.9999999999999999,0.5,1e-05,2.0,0.0,1e-06,0.4,0
221,cell_003,1,20,0.8,0.27569620417142876,0.5,1e-05,2.0,0.0,1e-06,0.4,0
222,cell_015,2,20,0.8,0.1637622968174455,0.5,1e-05,2.0,0.0,1e-06,0.4,0
223,cell_035,3,20,0.8,7.200982111719153e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
224,cell_057,4,20,0.8,7.200982111719157e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
225,cell_086,5,20,0.8,7.200982111719157e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
226,cell_126,6,20,0.8,7.200982111719157e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
227,cell_181,7,20,0.8,7.200982111719157e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
228,cell_240,8,20,0.8,7.200982111719157e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
229,cell_296,9,20,0.8,7.200982111719157e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
230,cell_351,10,20,0.8,1.842527897272155e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
231,cell_000,0,21,0.84,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
232,cell_003,1,21,0.84,0.28450860717341525,0.5,1e-05,2.0,0.0,1e-06,0.4,0
233,cell_015,2,21,0.84,0.176972315308741,0.5,1e-05,2.0,0.0,1e-06,0.4,0
234,cell_035,3,21,0.84,0.01584856025641571,0.5,1e-05,2.0,0.0,1e-06,0.4,0
235,cell_057,4,21,0.84,9.47035774460012e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
236,cell_086,5,21,0.84,9.47035774460012e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
237,cell_126,6,21,0.84,9.47035774460012e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
238,cell_181,7,21,0.84,9.47035774460012e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
239,cell_240,8,21,0.84,9.47035774460012e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
240,cell_296,9,21,0.84,9.390033286922808e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
241,cell_351,10,21,0.84,2.3878412883598934e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
242,cell_000,0,22,0.88,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
243,cell_003,1,22,0.88,0.29297479178197816,0.5,1e-05,2.0,0.0,1e-06,0.4,0
244,cell_015,2,22,0.88,0.18966334434486126,0.5,1e-05,2.0,0.0,1e-06,0.4,0
245,cell_035,3,22,0.88,0.03486964368869272,0.5,1e-05,2.0,0.0,1e-06,0.4,0
246,cell_057,4,22,0.88,0.00018806582576186482,0.5,1e-05,2.0,0.0,1e-06,0.4,0
247,cell_086,5,22,0.88,0.00018806582576186482,0.5,1e-05,2.0,0.0,1e-06,0.4,0
248,cell_126,6,22,0.88,0.00018806582576186482,0.5,1e-05,2.0,0.0,1e-06,0.4,0
249,cell_181,7,22,0.88,0.00018806582576186482,0.5,1e-05,2.0,0.0,1e-06,0.4,0
250,cell_240,8,22,0.88,0.00018806582576186487,0.5,1e-05,2.0,0.0,1e-06,0.4,0
251,cell_296,9,22,0.88,0.00016017592387425306,0.5,1e-05,2.0,0.0,1e-06,0.4,0
252,cell_351,10,22,0.88,3.932915762184395e-05,0.5,1e-05,2.0,0.0,1e-06,0.4,0
253,cell_000,0,23,0.92,1.0,0.5,1e-05,2.0,0.0,1e-06,0.4,0
254,cell_003,1,23,0.92,0.30110836009526115,0.5,1e-05,2.0,0.0,1e-06,0.4,0
255,cell_015,2,23,0.92,0.20185577337992613,0.5,1e-05,2.0,0.0,1e-06,0.4,0
256,cell_035,3,23,0.92,0.05314351424664604,0.5,1e-05,2.0,0.0,1e-06,0.4,0
257,cell_057,4,23,0.92,0.0008328799052083587,0.5,1e-05,2.0,0.0,1e-06,0.4,0
258,cell_086,5,23,0.92,0.0008328799052083587,0.5,1e-05,2.0,0.0,1e-06,0.4,0
259,cell_126,6,23,0.92,0.0008328799052083587,0.5,1e-05,2.0,0.0,1e-06,0.4,0
