,filename,p0,J,v0,f,dt,a,k,L,Dr,D_eff
148,p03.40_J-0.12_v01.00e+00.npy,3.4000000000000004,-0.12,1.0,200,0.05,0.4,2,10,0.01,1.9942785112509598e-09
149,p03.40_J-0.16_v01.00e+00.npy,3.4000000000000004,-0.16,1.0,200,0.05,0.4,2,10,0.01,2.516643173001303e-09
150,p03.50_J-0.00_v01.00e+00.npy,3.5,-0.0,1.0,200,0.05,0.4,2,10,0.01,2.355710491254012e-12
151,p03.50_J-0.04_v01.00e+00.npy,3.5,-0.04,1.0,200,0.05,0.4,2,10,0.01,1.6645043129161343e-10
152,p03.50_J-0.08_v01.00e+00.npy,3.5,-0.08,1.0,200,0.05,0.4,2,10,0.01,1.507831598757118e-09
153,p03.50_J-0.12_v01.00e+00.npy,3.5,-0.12,1.0,200,0.05,0.4,2,10,0.01,1.897512544029154e-09
154,p03.50_J-0.16_v01.00e+00.npy,3.5,-0.16,1.0,200,0.05,0.4,2,10,0.01,2.316955208562328e-09
155,p03.60_J-0.00_v01.00e+00.npy,3.6,-0.0,1.0,200,0.05,0.4,2,10,0.01,6.595124056298884e-13
156,p03.60_J-0.04_v01.00e+00.npy,3.6,-0.04,1.0,200,0.05,0.4,2,10,0.01,2.928681354523897e-10
157,p03.60_J-0.08_v01.00e+00.npy,3.6,-0.08,1.0,200,0.05,0.4,2,10,0.01,1.5699284559905128e-09
158,p03.60_J-0.12_v01.00e+00.npy,3.6,-0.12,1.0,200,0.05,0.4,2,10,0.01,2.0336885763983317e-09
159,p03.60_J-0.16_v01.00e+00.npy,3.6,-0.16,1.0,200,0.05,0.4,2,10,0.01,1.8104397723856704e-09
160,p03.70_J-0.00_v01.00e+00.npy,3.7,-0.0,1.0,200,0.05,0.4,2,10,0.01,3.1684413501064698e-12
161,p03.70_J-0.04_v01.00e+00.npy,3.7,-0.04,1.0,200,0.05,0.4,2,10,0.01,6.390521618867097e-10
162,p03.70_J-0.08_v01.00e+00.npy,3.7,-0.08,1.0,200,0.05,0.4,2,10,0.01,2.3251965257363214e-09
163,p03.70_J-0.12_v01.00e+00.npy,3.7,-0.12,1.0,200,0.05,0.4,2,10,0.01,1.6598693728931215e-09
164,p03.70_J-0.16_v01.00e+00.npy,3.7,-0.16,1.0,200,0.05,0.4,2,10,0.01,1.7782521466897148e-09
165,p03.80_J-0.00_v01.00e+00.npy,3.8,-0.0,1.0,200,0.05,0.4,2,10,0.01,1.4262628137346401e-11
166,p03.80_J-0.04_v01.00e+00.npy,3.8,-0.04,1.0,200,0.05,0.4,2,10,0.01,6.546316932986716e-10
167,p03.80_J-0.08_v01.00e+00.npy,3.8,-0.08,1.0,200,0.05,0.4,2,10,0.01,1.213915250754477e-09
168,p03.80_J-0.12_v01.00e+00.npy,3.8,-0.12,1.0,200,0.05,0.4,2,10,0.01,2.0230662024816073e-09
169,p03.80_J-0.16_v01.00e+00.npy,3.8,-0.16,1.0,200,0.05,0.4,2,10,0.01,2.3710086236751925e-09
170,p03.90_J-0.00_v01.00e+00.npy,3.9,-0.0,1.0,200,0.05,0.4,2,10,0.01,4.4205187298448286e-11
171,p03.90_J-0.04_v01.00e+00.npy,3.9,-0.04,1.0,200,0.05,0.4,2,10,0.01,1.3044345200817983e-09
172,p03.90_J-0.08_v01.00e+00.npy,3.9,-0.08,1.0,200,0.05,0.4,2,10,0.01,2.0761218981983943e-09
173,p03.90_J-0.12_v01.00e+00.npy,3.9,-0.12,1.0,200,0.05,0.4,2,10,0.01,2.6813333283796227e-09
174,p03.90_J-0.16_v01.00e+00.npy,3.9,-0.16,1.0,200,0.05,0.4,2,10,0.01,2.4342989893259384e-09
175,p04.00_J-0.00_v01.00e+00.npy,4.0,-0.0,1.0,200,0.05,0.4,2,10,0.01,1.6425419327587074e-10
176,p04.00_J-0.04_v01.00e+00.npy,4.0,-0.04,1.0,200,0.05,0.4,2,10,0.01,1.485275928694474e-09
177,p04.00_J-0.08_v01.00e+00.npy,4.0,-0.08,1.0,200,0.05,0.4,2,10,0.01,1.5943162583252852e-09
178,p04.00_J-0.12_v01.00e+00.npy,4.0,-0.12,1.0,200,0.05,0.4,2,10,0.01,1.904808441614123e-09
179,p04.00_J-0.16_v01.00e+00.npy,4.0,-0.16,1.0,200,0.05,0.4,2,10,0.01,2.255762795285652e-09
