,condition,g_inv_days,rho_max_inv_mm2,sigma,g_ratio,rho_max_ratio,doubling_time_days,doubling_time_hours
0,FGF2,1.4620971743387732,5679.4509410210485,1055.2568510982264,2.0072773476852013,4.5435607528168385,0.4740773682661811,11.377856838388345
1,RI,0.3133272470388948,2730.335293008665,496.5788819966554,0.43015929203075814,2.184268234406932,2.2122148236725216,53.09315576814051
2,untreated,0.7283981837511734,7038.003026927109,787.4951522652415,1.0,5.630402421541687,0.9516047623709203,22.838514296902087
