.,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP
.,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d
Distance (um),unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized
4982.20,3.68,0.03,4.55,0.03,10.14,0.05,31.76,0.18,33.91,0.19,4.39,0.23,5.13,0.11,8.06,0.17,17.57,0.34,21.30,0.45
4986.00,2.55,0.02,5.55,0.04,10.90,0.05,29.69,0.16,34.05,0.19,4.26,0.22,5.24,0.11,8.12,0.18,16.84,0.32,19.64,0.41
4989.80,1.81,0.02,6.92,0.05,11.58,0.06,28.46,0.15,33.36,0.19,4.01,0.19,5.14,0.11,7.69,0.16,16.26,0.30,18.65,0.38
4993.50,1.26,0.01,8.27,0.06,11.29,0.06,28.80,0.15,31.25,0.17,4.25,0.21,5.31,0.12,7.50,0.15,15.95,0.30,19.71,0.41
4997.30,0.88,0.01,8.90,0.07,10.83,0.05,27.70,0.14,31.85,0.17,4.19,0.21,5.44,0.12,7.60,0.16,15.15,0.28,20.84,0.44
5001.10,0.73,0.01,9.27,0.07,11.75,0.06,28.70,0.15,34.00,0.19,4.23,0.21,5.36,0.12,7.65,0.16,14.85,0.27,22.19,0.47
5004.90,0.67,0.01,9.60,0.07,13.64,0.07,31.42,0.17,36.05,0.21,4.01,0.19,5.25,0.11,7.33,0.15,14.91,0.27,23.15,0.49
5008.60,0.73,0.01,10.11,0.08,15.30,0.09,32.32,0.18,38.82,0.23,4.00,0.19,5.05,0.10,7.37,0.15,13.91,0.24,22.49,0.48
5012.40,1.08,0.01,9.43,0.07,15.66,0.09,30.41,0.17,41.53,0.25,3.95,0.19,5.10,0.11,7.27,0.14,11.97,0.19,23.16,0.49
5016.20,1.28,0.01,8.09,0.06,15.93,0.09,30.40,0.17,43.36,0.27,4.13,0.20,4.83,0.10,7.62,0.16,12.35,0.20,23.42,0.50
5020.00,1.68,0.02,6.93,0.05,14.49,0.08,31.27,0.17,44.01,0.27,4.15,0.21,4.98,0.10,7.77,0.16,12.88,0.22,25.39,0.55
5023.70,2.20,0.02,5.92,0.04,13.31,0.07,32.30,0.18,41.89,0.26,4.17,0.21,5.21,0.11,7.47,0.15,13.34,0.23,26.39,0.57
5027.50,2.77,0.03,5.12,0.03,13.80,0.08,34.53,0.20,41.10,0.25,3.99,0.19,5.15,0.11,7.31,0.15,14.26,0.25,25.41,0.55
5031.30,3.08,0.03,5.13,0.03,16.59,0.10,34.29,0.20,39.42,0.24,4.20,0.21,5.04,0.10,7.74,0.16,16.82,0.32,25.98,0.56
5035.10,3.23,0.03,5.96,0.04,19.54,0.12,32.97,0.19,38.89,0.23,4.14,0.20,5.06,0.11,8.24,0.18,17.87,0.34,27.34,0.60
5038.80,2.85,0.03,6.29,0.04,20.43,0.13,36.27,0.21,41.63,0.25,4.01,0.19,4.97,0.10,8.37,0.19,18.65,0.36,26.61,0.58
5042.60,2.14,0.02,6.29,0.04,16.79,0.10,40.04,0.25,40.32,0.24,4.07,0.20,5.03,0.10,7.76,0.16,18.84,0.37,25.05,0.54
5046.40,1.60,0.01,6.43,0.04,12.75,0.07,42.93,0.27,40.76,0.25,4.22,0.21,5.02,0.10,7.22,0.14,18.47,0.36,23.01,0.49
5050.20,1.40,0.01,6.31,0.04,10.22,0.05,41.25,0.26,42.37,0.26,4.30,0.22,4.97,0.10,7.08,0.14,18.95,0.37,23.12,0.49
5053.90,1.64,0.02,6.75,0.05,9.70,0.04,39.67,0.24,41.28,0.25,4.19,0.21,5.16,0.11,7.45,0.15,18.33,0.36,22.52,0.48
5057.70,2.43,0.02,6.90,0.05,10.69,0.05,39.43,0.24,39.08,0.23,3.94,0.19,5.23,0.11,7.40,0.15,17.39,0.33,21.19,0.45
5061.50,2.31,0.02,5.84,0.04,11.67,0.06,37.14,0.22,36.17,0.21,3.80,0.17,5.08,0.11,6.92,0.13,17.36,0.33,19.51,0.40
5065.30,2.09,0.02,4.76,0.03,12.81,0.07,35.83,0.21,33.91,0.19,3.90,0.18,4.91,0.10,7.24,0.14,16.71,0.31,19.77,0.41
5069.00,1.83,0.02,4.31,0.03,14.21,0.08,35.65,0.21,32.49,0.18,4.10,0.20,4.70,0.09,7.07,0.14,16.63,0.31,18.35,0.38
5072.80,1.72,0.02,4.02,0.02,14.83,0.08,34.95,0.20,32.28,0.18,4.17,0.21,4.91,0.10,6.99,0.13,15.15,0.28,17.10,0.34
5076.60,1.60,0.01,3.74,0.02,14.43,0.08,33.60,0.19,31.94,0.17,4.36,0.22,4.98,0.10,7.44,0.15,13.68,0.24,18.86,0.39
5080.40,1.74,0.02,4.23,0.03,15.00,0.09,34.11,0.20,30.27,0.16,4.38,0.23,4.97,0.10,7.83,0.17,13.01,0.22,20.04,0.42
5084.10,2.45,0.02,6.18,0.04,16.44,0.10,33.94,0.20,30.97,0.17,4.41,0.23,4.71,0.09,7.80,0.16,12.62,0.21,20.78,0.44
5087.90,3.93,0.04,7.24,0.05,17.60,0.11,34.60,0.20,32.67,0.18,4.12,0.20,4.61,0.09,7.84,0.17,12.19,0.20,22.19,0.47
5091.70,4.74,0.05,7.92,0.06,18.52,0.12,33.85,0.19,34.82,0.20,4.05,0.19,4.53,0.08,8.18,0.18,12.44,0.21,23.24,0.50
5095.50,4.60,0.04,10.23,0.08,18.32,0.11,31.27,0.17,35.15,0.20,4.03,0.19,4.67,0.09,8.01,0.17,13.67,0.24,24.48,0.53
5099.20,4.05,0.04,10.95,0.08,15.64,0.09,30.22,0.16,33.59,0.19,4.16,0.21,4.55,0.08,8.66,0.20,14.53,0.26,24.53,0.53
5103.00,2.29,0.02,10.19,0.08,12.98,0.07,32.30,0.18,33.76,0.19,4.16,0.21,4.64,0.09,8.87,0.21,15.86,0.29,24.74,0.53
5106.80,2.44,0.02,8.92,0.07,11.96,0.06,33.39,0.19,36.39,0.21,4.03,0.19,4.67,0.09,9.21,0.22,17.36,0.33,24.80,0.53
5110.60,3.34,0.03,8.36,0.06,11.40,0.06,37.17,0.22,36.20,0.21,3.94,0.18,4.82,0.09,8.94,0.21,17.44,0.33,26.30,0.57
5114.30,4.36,0.04,7.55,0.05,10.87,0.05,39.68,0.24,33.96,0.19,4.09,0.20,4.71,0.09,8.25,0.18,17.97,0.35,26.53,0.58
5118.10,5.60,0.05,6.39,0.04,11.36,0.06,40.00,0.25,32.02,0.17,4.13,0.20,4.83,0.10,8.12,0.18,20.00,0.40,24.27,0.52
5121.90,6.57,0.06,5.16,0.03,11.66,0.06,38.78,0.24,30.72,0.16,4.12,0.20,4.78,0.09,8.14,0.18,19.08,0.38,22.88,0.49
5125.60,6.87,0.07,5.30,0.03,12.10,0.06,38.52,0.23,30.03,0.16,4.07,0.20,5.10,0.11,7.96,0.17,18.76,0.37,20.72,0.43
5129.40,6.81,0.07,5.80,0.04,13.88,0.08,38.88,0.24,30.68,0.16,4.16,0.21,5.12,0.11,7.66,0.16,18.24,0.35,21.40,0.45
5133.20,5.74,0.05,6.07,0.04,14.53,0.08,39.58,0.24,32.49,0.18,4.00,0.19,4.79,0.09,8.15,0.18,17.70,0.34,22.58,0.48
5137.00,5.42,0.05,5.95,0.04,13.71,0.08,40.58,0.25,35.59,0.20,3.91,0.18,4.98,0.10,7.84,0.17,16.81,0.32,22.52,0.48
5140.70,6.16,0.06,5.72,0.04,12.83,0.07,38.90,0.24,37.77,0.22,3.98,0.19,4.93,0.10,7.66,0.16,16.56,0.31,22.02,0.47
5144.50,6.61,0.06,4.49,0.03,11.41,0.06,38.45,0.23,41.10,0.25,4.16,0.21,5.00,0.10,8.27,0.18,16.27,0.30,21.51,0.45
5148.30,5.93,0.06,3.16,0.02,10.83,0.05,36.42,0.22,41.87,0.26,4.23,0.21,5.11,0.11,8.51,0.19,16.65,0.31,21.97,0.47
5152.10,5.52,0.05,2.60,0.01,10.88,0.05,33.14,0.19,38.60,0.23,4.36,0.22,4.81,0.09,7.71,0.16,16.37,0.31,21.37,0.45
5155.80,4.95,0.05,2.90,0.01,11.98,0.06,34.43,0.20,33.56,0.19,4.28,0.22,4.83,0.10,7.82,0.17,14.97,0.27,19.65,0.41
5159.60,4.38,0.04,3.74,0.02,13.03,0.07,36.03,0.21,29.31,0.15,4.08,0.20,4.95,0.10,7.68,0.16,16.25,0.30,21.04,0.44
5163.40,3.44,0.03,3.97,0.02,12.60,0.07,35.79,0.21,26.20,0.13,3.88,0.18,4.94,0.10,7.76,0.16,16.85,0.32,23.66,0.51
5167.20,2.95,0.03,4.01,0.02,12.11,0.06,34.35,0.20,23.63,0.10,4.00,0.19,4.95,0.10,8.21,0.18,15.80,0.29,24.37,0.52
5170.90,2.83,0.03,3.57,0.02,12.43,0.06,31.63,0.18,23.27,0.10,4.18,0.21,4.80,0.09,8.15,0.18,14.59,0.26,25.94,0.56
5174.70,2.54,0.02,2.63,0.01,11.09,0.05,29.38,0.16,27.10,0.13,4.24,0.21,5.03,0.10,8.25,0.18,14.53,0.26,26.37,0.57
5178.50,2.38,0.02,1.99,0.01,9.36,0.04,27.89,0.15,32.47,0.18,4.30,0.22,5.31,0.12,7.79,0.16,14.60,0.26,29.05,0.64
5182.30,2.19,0.02,2.09,0.01,8.11,0.03,27.63,0.14,35.97,0.21,4.10,0.20,5.52,0.13,6.90,0.13,16.71,0.31,28.19,0.62
5186.00,1.37,0.01,2.67,0.01,7.68,0.02,29.38,0.16,36.69,0.21,4.02,0.19,5.38,0.12,6.72,0.12,18.84,0.37,28.48,0.63
5189.80,0.89,0.01,3.29,0.02,7.71,0.03,31.55,0.18,34.28,0.19,4.28,0.22,5.16,0.11,6.80,0.12,19.35,0.38,28.93,0.64
5193.60,0.81,0.01,4.02,0.02,9.07,0.04,33.57,0.19,32.55,0.18,4.35,0.22,5.03,0.10,7.29,0.14,18.89,0.37,27.53,0.60
5197.40,0.89,0.01,4.21,0.03,11.16,0.05,33.57,0.19,31.44,0.17,4.14,0.20,5.12,0.11,7.49,0.15,18.60,0.36,27.01,0.59
5201.10,1.01,0.01,4.40,0.03,12.65,0.07,32.88,0.19,28.72,0.15,4.14,0.20,4.96,0.10,7.84,0.17,18.40,0.36,26.71,0.58
5204.90,1.01,0.01,5.21,0.03,12.14,0.06,31.60,0.18,26.72,0.13,4.11,0.20,4.79,0.09,7.96,0.17,17.80,0.34,25.28,0.55
5208.70,1.21,0.01,5.66,0.04,10.74,0.05,31.84,0.18,28.18,0.14,4.13,0.20,4.80,0.09,8.04,0.17,17.05,0.32,26.48,0.58
5212.50,1.81,0.02,5.65,0.04,9.79,0.04,30.61,0.17,29.03,0.15,4.07,0.20,4.91,0.10,7.92,0.17,15.88,0.29,27.72,0.61
5216.20,2.37,0.02,6.23,0.04,9.89,0.04,27.60,0.14,30.01,0.16,4.00,0.19,4.88,0.10,7.90,0.17,15.57,0.29,26.98,0.59
5220.00,2.61,0.02,7.04,0.05,10.41,0.05,26.46,0.13,27.96,0.14,4.06,0.20,5.04,0.10,7.90,0.17,14.96,0.27,26.08,0.57
5223.80,2.95,0.03,7.43,0.05,11.20,0.05,27.42,0.14,23.22,0.10,4.06,0.20,4.95,0.10,7.87,0.17,14.20,0.25,26.78,0.58
5227.60,3.11,0.03,7.00,0.05,11.87,0.06,27.98,0.15,21.73,0.09,4.02,0.19,5.19,0.11,8.23,0.18,13.96,0.24,23.74,0.51
5231.30,2.55,0.02,5.72,0.04,12.74,0.07,28.31,0.15,24.12,0.11,3.99,0.19,5.25,0.11,8.00,0.17,14.10,0.25,23.15,0.49
5235.10,1.87,0.02,4.33,0.03,12.58,0.07,28.83,0.15,26.34,0.13,4.25,0.21,5.18,0.11,8.11,0.18,14.15,0.25,23.92,0.51
5238.90,1.50,0.01,3.85,0.02,11.83,0.06,28.90,0.15,27.48,0.14,4.44,0.23,5.27,0.12,8.38,0.19,13.48,0.23,25.39,0.55
5242.70,1.56,0.01,3.46,0.02,12.64,0.07,28.05,0.15,28.83,0.15,4.25,0.21,5.42,0.12,8.86,0.21,13.16,0.22,26.02,0.57
5246.40,1.46,0.01,3.12,0.02,12.30,0.06,28.89,0.15,30.67,0.16,4.11,0.20,5.27,0.11,9.06,0.21,13.66,0.24,24.65,0.53
5250.20,1.38,0.01,3.37,0.02,11.15,0.05,30.51,0.17,29.95,0.16,4.26,0.22,4.96,0.10,8.91,0.21,13.84,0.24,25.34,0.55
5254.00,1.46,0.01,4.11,0.02,11.61,0.06,30.96,0.17,27.76,0.14,4.12,0.20,4.94,0.10,8.95,0.21,13.70,0.24,24.85,0.54
5257.80,1.16,0.01,4.19,0.02,12.77,0.07,29.93,0.16,27.54,0.14,3.97,0.19,4.87,0.10,8.75,0.20,13.96,0.24,22.00,0.47
5261.50,0.66,0.01,3.25,0.02,15.29,0.09,29.41,0.16,30.11,0.16,4.19,0.21,4.90,0.10,8.44,0.19,14.28,0.25,22.10,0.47
5265.30,0.41,0.00,2.30,0.01,16.87,0.10,30.61,0.17,33.05,0.18,4.32,0.22,5.13,0.11,8.22,0.18,15.16,0.28,23.48,0.50
5269.10,0.45,0.00,2.09,0.01,16.82,0.10,31.56,0.18,34.25,0.19,4.25,0.21,5.28,0.12,8.77,0.20,16.55,0.31,24.37,0.52
5272.90,0.56,0.00,2.94,0.01,16.94,0.10,30.86,0.17,34.37,0.19,3.89,0.18,5.08,0.11,8.92,0.21,16.94,0.32,24.87,0.54
5276.60,0.61,0.01,3.56,0.02,16.23,0.10,30.95,0.17,34.80,0.20,4.15,0.21,5.18,0.11,8.87,0.21,17.45,0.33,23.66,0.51
5280.40,0.58,0.00,3.54,0.02,14.88,0.09,30.31,0.17,34.56,0.20,4.45,0.23,5.25,0.11,8.79,0.20,17.63,0.34,23.03,0.49
5284.20,0.48,0.00,2.95,0.01,13.22,0.07,32.64,0.18,35.38,0.20,4.32,0.22,5.48,0.12,8.63,0.20,16.86,0.32,23.37,0.50
5287.90,0.52,0.00,2.73,0.01,13.07,0.07,34.99,0.20,35.82,0.21,4.21,0.21,5.46,0.12,8.24,0.18,15.60,0.29,24.75,0.53
5291.70,0.73,0.01,3.17,0.02,14.64,0.08,36.93,0.22,37.52,0.22,4.39,0.23,5.36,0.12,8.27,0.18,15.52,0.28,23.47,0.50
5295.50,0.82,0.01,3.22,0.02,15.69,0.09,38.39,0.23,38.57,0.23,4.44,0.23,5.44,0.12,8.35,0.19,14.21,0.25,21.68,0.46
5299.30,0.80,0.01,3.34,0.02,16.55,0.10,39.64,0.24,36.45,0.21,4.36,0.23,5.23,0.11,8.35,0.19,15.11,0.27,22.26,0.47
5303.00,0.80,0.01,3.93,0.02,17.75,0.11,37.81,0.23,33.79,0.19,4.44,0.23,5.14,0.11,8.94,0.21,15.85,0.29,22.55,0.48
5306.80,0.63,0.01,4.03,0.02,18.06,0.11,35.52,0.21,33.05,0.18,4.28,0.22,5.55,0.13,9.29,0.22,16.82,0.32,23.56,0.50
5310.60,0.52,0.00,4.37,0.03,18.06,0.11,33.85,0.19,31.67,0.17,4.24,0.21,5.53,0.13,9.65,0.24,17.01,0.32,22.27,0.47
5314.40,0.69,0.01,4.67,0.03,17.50,0.11,34.26,0.20,32.20,0.18,4.04,0.19,5.72,0.14,9.48,0.23,16.57,0.31,22.59,0.48
5318.10,0.77,0.01,5.44,0.04,16.27,0.10,36.71,0.22,32.03,0.17,4.15,0.20,5.49,0.12,8.81,0.20,17.07,0.32,23.14,0.49
5321.90,0.72,0.01,5.37,0.04,15.01,0.09,37.92,0.23,33.50,0.19,4.17,0.21,5.25,0.11,9.24,0.22,17.52,0.34,24.56,0.53
5325.70,0.67,0.01,4.17,0.02,13.25,0.07,38.95,0.24,34.29,0.19,4.32,0.22,5.35,0.12,9.30,0.22,17.55,0.34,24.35,0.52
5329.50,0.53,0.00,3.32,0.02,12.28,0.06,40.75,0.25,35.31,0.20,4.30,0.22,5.44,0.12,8.61,0.20,18.14,0.35,25.27,0.55
5333.20,0.36,0.00,3.37,0.02,12.19,0.06,41.45,0.26,36.60,0.21,4.04,0.19,5.56,0.13,8.26,0.18,16.83,0.32,24.07,0.52
5337.00,0.38,0.00,3.76,0.02,13.11,0.07,39.79,0.24,37.84,0.22,4.09,0.20,5.73,0.14,8.24,0.18,16.57,0.31,19.41,0.40
5340.80,0.45,0.00,4.88,0.03,12.78,0.07,37.97,0.23,37.99,0.22,4.14,0.20,5.82,0.14,8.01,0.17,15.35,0.28,17.51,0.35
5344.60,0.53,0.00,6.34,0.04,11.61,0.06,34.94,0.20,37.87,0.22,3.99,0.19,6.00,0.15,7.73,0.16,15.01,0.27,17.47,0.35
5348.30,0.86,0.01,7.41,0.05,9.68,0.04,33.64,0.19,38.19,0.23,4.02,0.19,6.01,0.15,7.97,0.17,14.66,0.26,18.10,0.37
5352.10,1.31,0.01,7.83,0.06,9.12,0.04,32.47,0.18,35.90,0.21,4.10,0.20,6.09,0.15,7.56,0.15,14.73,0.26,19.31,0.40
5355.90,1.55,0.01,8.34,0.06,10.76,0.05,32.57,0.18,35.92,0.21,4.33,0.22,6.16,0.15,7.68,0.16,14.63,0.26,21.81,0.46
5359.70,1.62,0.01,8.07,0.06,14.04,0.08,34.31,0.20,37.07,0.22,4.46,0.23,6.06,0.15,8.19,0.18,14.88,0.27,22.76,0.48
5363.40,1.44,0.01,6.86,0.05,15.50,0.09,38.17,0.23,38.29,0.23,4.37,0.23,5.90,0.14,8.20,0.18,16.77,0.32,22.99,0.49
5367.20,1.58,0.01,5.50,0.04,16.56,0.10,40.69,0.25,38.47,0.23,4.30,0.22,6.16,0.16,8.15,0.18,19.33,0.38,24.58,0.53
5371.00,1.96,0.02,5.27,0.03,18.00,0.11,41.45,0.26,37.58,0.22,4.27,0.22,5.83,0.14,8.66,0.20,20.00,0.40,25.47,0.55
5374.80,2.40,0.02,4.89,0.03,19.83,0.13,43.29,0.27,33.20,0.18,4.22,0.21,5.70,0.13,9.27,0.22,18.69,0.37,25.52,0.55
5378.50,2.64,0.02,4.75,0.03,20.65,0.13,42.98,0.27,31.29,0.17,4.18,0.21,5.75,0.14,9.05,0.21,19.51,0.39,25.16,0.54
5382.30,2.71,0.03,4.85,0.03,21.16,0.14,44.45,0.28,31.76,0.17,4.23,0.21,5.95,0.15,9.73,0.24,18.92,0.37,24.88,0.54
5386.10,2.60,0.02,3.91,0.02,23.07,0.15,44.53,0.28,31.14,0.17,4.21,0.21,5.78,0.14,10.21,0.26,18.09,0.35,24.64,0.53
5389.90,2.77,0.03,3.29,0.02,22.27,0.15,44.79,0.29,30.83,0.16,4.49,0.24,5.68,0.13,10.34,0.26,18.41,0.36,23.23,0.50
5393.60,3.32,0.03,3.55,0.02,20.46,0.13,44.85,0.29,30.90,0.16,4.25,0.21,5.43,0.12,9.89,0.25,17.65,0.34,25.90,0.56
5397.40,4.23,0.04,3.97,0.02,18.15,0.11,43.89,0.28,30.42,0.16,4.14,0.20,5.62,0.13,8.71,0.20,17.47,0.33,26.93,0.59
5401.20,4.88,0.05,3.36,0.02,15.14,0.09,42.04,0.26,30.02,0.16,4.19,0.21,5.70,0.13,8.10,0.18,18.33,0.36,28.59,0.63
5405.00,4.92,0.05,2.55,0.01,13.30,0.07,38.08,0.23,29.81,0.16,4.27,0.22,5.67,0.13,8.29,0.18,19.34,0.38,29.35,0.65
5408.70,5.10,0.05,2.09,0.01,12.36,0.06,34.96,0.20,31.32,0.17,4.02,0.19,5.71,0.13,8.20,0.18,18.63,0.36,28.43,0.62
5412.50,4.66,0.04,2.35,0.01,12.97,0.07,33.55,0.19,31.30,0.17,3.69,0.16,5.72,0.14,8.49,0.19,18.44,0.36,26.35,0.57
5416.30,4.18,0.04,3.02,0.01,13.60,0.07,31.93,0.18,31.46,0.17,3.80,0.17,5.93,0.14,9.12,0.22,19.02,0.37,25.03,0.54
5420.10,3.43,0.03,3.98,0.02,14.36,0.08,31.30,0.17,32.77,0.18,3.91,0.18,5.71,0.13,9.24,0.22,18.10,0.35,23.98,0.51
5423.80,2.55,0.02,5.07,0.03,14.61,0.08,31.70,0.18,34.35,0.19,4.13,0.20,5.76,0.14,9.44,0.23,18.55,0.36,23.35,0.50
5427.60,2.21,0.02,5.66,0.04,14.77,0.08,31.67,0.18,34.74,0.20,4.24,0.21,5.39,0.12,9.98,0.25,17.75,0.34,23.30,0.50
5431.40,2.02,0.02,6.76,0.05,15.12,0.09,29.81,0.16,34.52,0.19,4.29,0.22,5.36,0.12,9.50,0.23,16.14,0.30,22.88,0.49
5435.20,1.69,0.02,6.85,0.05,16.29,0.10,27.30,0.14,33.94,0.19,4.33,0.22,5.40,0.12,9.93,0.25,16.26,0.30,22.86,0.49
5438.90,1.85,0.02,6.38,0.04,16.48,0.10,26.42,0.13,32.18,0.18,4.45,0.23,5.71,0.13,10.27,0.26,16.58,0.31,22.66,0.48
5442.70,2.10,0.02,6.18,0.04,16.09,0.10,25.35,0.12,31.75,0.17,4.27,0.22,5.62,0.13,9.91,0.25,15.32,0.28,22.96,0.49
5446.50,2.32,0.02,7.03,0.05,14.19,0.08,24.91,0.12,30.78,0.16,4.55,0.24,5.47,0.12,9.90,0.25,13.94,0.24,23.48,0.50
5450.20,2.59,0.02,7.39,0.05,11.89,0.06,26.87,0.14,31.52,0.17,4.40,0.23,5.47,0.12,9.58,0.23,13.64,0.24,22.72,0.48
5454.00,2.65,0.02,6.22,0.04,10.98,0.05,28.37,0.15,34.27,0.19,4.27,0.22,5.60,0.13,9.05,0.21,15.20,0.28,22.46,0.48
5457.80,2.49,0.02,5.25,0.03,10.14,0.05,29.91,0.16,35.00,0.20,3.93,0.18,5.67,0.13,8.69,0.20,15.57,0.29,24.51,0.53
5461.60,2.28,0.02,5.49,0.04,9.34,0.04,30.05,0.16,37.35,0.22,4.07,0.20,5.41,0.12,8.73,0.20,15.32,0.28,26.11,0.57
5465.30,1.86,0.02,5.53,0.04,10.41,0.05,30.04,0.16,35.65,0.20,4.04,0.19,5.39,0.12,9.38,0.23,14.75,0.27,26.75,0.58
5469.10,1.60,0.01,4.95,0.03,12.42,0.06,30.02,0.16,32.41,0.18,4.05,0.19,5.49,0.12,9.63,0.24,14.08,0.25,25.95,0.56
5472.90,1.46,0.01,4.81,0.03,14.15,0.08,29.92,0.16,29.61,0.15,3.98,0.19,5.48,0.12,10.91,0.29,14.58,0.26,25.92,0.56
5476.70,1.22,0.01,4.49,0.03,16.45,0.10,30.92,0.17,29.21,0.15,3.86,0.18,5.69,0.13,11.45,0.31,14.70,0.26,25.81,0.56
5480.40,0.91,0.01,4.53,0.03,18.52,0.12,33.20,0.19,26.55,0.13,3.79,0.17,5.71,0.13,11.29,0.30,14.75,0.27,26.51,0.58
5484.20,0.70,0.01,5.18,0.03,18.99,0.12,36.20,0.21,25.58,0.12,4.06,0.20,6.13,0.15,9.79,0.24,14.09,0.25,27.60,0.60
5488.00,0.76,0.01,4.77,0.03,17.19,0.10,37.88,0.23,24.98,0.12,4.17,0.21,5.93,0.14,9.33,0.22,14.71,0.26,26.78,0.58
5491.80,0.95,0.01,3.84,0.02,13.83,0.08,36.20,0.21,25.49,0.12,4.13,0.20,6.24,0.16,10.02,0.25,16.51,0.31,26.35,0.57
5495.50,1.02,0.01,3.55,0.02,11.44,0.06,34.78,0.20,27.55,0.14,4.15,0.21,6.33,0.16,10.24,0.26,16.48,0.31,26.94,0.59
5499.30,1.86,0.02,4.25,0.03,11.53,0.06,34.14,0.20,27.33,0.13,4.03,0.19,5.93,0.14,9.80,0.24,16.46,0.31,25.67,0.56
5503.10,4.40,0.04,4.98,0.03,14.28,0.08,34.63,0.20,26.93,0.13,4.16,0.21,5.73,0.14,9.79,0.24,16.46,0.31,23.51,0.50
5506.90,7.48,0.07,4.99,0.03,16.61,0.10,33.70,0.19,26.98,0.13,4.21,0.21,5.99,0.15,9.70,0.24,16.48,0.31,20.93,0.44
5510.60,9.38,0.09,4.53,0.03,17.52,0.11,32.11,0.18,26.65,0.13,4.32,0.22,6.27,0.16,9.96,0.25,17.37,0.33,20.56,0.43
5514.40,9.69,0.09,4.03,0.02,17.43,0.11,33.12,0.19,26.05,0.12,4.27,0.22,6.09,0.15,9.78,0.24,17.82,0.34,21.28,0.45
5518.20,9.09,0.09,3.87,0.02,16.48,0.10,35.04,0.20,26.96,0.13,4.19,0.21,5.57,0.13,9.39,0.23,17.70,0.34,21.43,0.45
5522.00,9.34,0.09,4.08,0.02,15.10,0.09,36.27,0.21,28.38,0.14,4.18,0.21,5.12,0.11,9.04,0.21,17.27,0.33,23.74,0.51
5525.70,10.42,0.10,4.58,0.03,14.67,0.08,36.41,0.22,30.88,0.16,4.08,0.20,4.94,0.10,9.05,0.21,18.20,0.35,26.06,0.57
5529.50,9.07,0.09,5.08,0.03,13.95,0.08,34.75,0.20,32.37,0.18,4.21,0.21,5.05,0.11,8.78,0.20,19.06,0.37,25.50,0.55
5533.30,6.17,0.06,5.48,0.04,14.28,0.08,33.12,0.19,33.08,0.18,4.40,0.23,4.82,0.09,8.69,0.20,19.91,0.40,26.16,0.57
5537.10,3.74,0.04,5.32,0.03,14.64,0.08,32.66,0.18,32.49,0.18,4.23,0.21,4.93,0.10,8.95,0.21,21.97,0.45,26.98,0.59
5540.80,2.22,0.02,4.27,0.03,14.99,0.09,33.18,0.19,31.06,0.17,4.21,0.21,4.97,0.10,8.75,0.20,21.91,0.45,27.47,0.60
5544.60,1.69,0.02,3.86,0.02,15.69,0.09,35.44,0.21,28.47,0.14,4.00,0.19,5.00,0.10,9.28,0.22,21.68,0.44,26.69,0.58
5548.40,2.00,0.02,4.19,0.02,15.69,0.09,37.28,0.22,28.49,0.14,4.14,0.20,5.30,0.12,9.63,0.24,22.69,0.47,25.40,0.55
5552.20,2.70,0.03,5.60,0.04,14.49,0.08,36.42,0.22,27.98,0.14,4.08,0.20,5.58,0.13,9.57,0.23,21.82,0.44,24.76,0.53
5555.90,3.13,0.03,7.50,0.05,13.39,0.07,35.69,0.21,25.27,0.12,4.00,0.19,5.47,0.12,9.22,0.22,21.72,0.44,24.46,0.53
5559.70,3.38,0.03,7.91,0.06,13.14,0.07,33.35,0.19,25.27,0.12,3.93,0.18,5.31,0.12,9.24,0.22,20.58,0.41,22.43,0.48
5563.50,3.07,0.03,6.98,0.05,11.89,0.06,30.55,0.17,26.29,0.13,4.03,0.19,5.19,0.11,9.78,0.24,20.27,0.41,21.19,0.45
5567.30,2.88,0.03,7.77,0.06,12.03,0.06,29.26,0.16,26.36,0.13,4.09,0.20,5.36,0.12,9.56,0.23,20.49,0.41,22.40,0.48
5571.00,2.59,0.02,6.96,0.05,13.19,0.07,28.47,0.15,26.18,0.13,4.34,0.22,5.15,0.11,9.57,0.23,20.84,0.42,24.00,0.52
5574.80,2.65,0.02,5.52,0.04,15.14,0.09,30.59,0.17,27.40,0.14,4.44,0.23,4.71,0.09,9.19,0.22,20.69,0.42,25.03,0.54
5578.60,3.19,0.03,4.52,0.03,14.98,0.09,33.21,0.19,27.90,0.14,4.42,0.23,4.76,0.09,9.22,0.22,19.20,0.38,24.69,0.53
5582.40,4.04,0.04,4.47,0.03,13.46,0.07,33.84,0.19,30.00,0.16,4.57,0.25,5.15,0.11,9.20,0.22,17.04,0.32,24.44,0.53
5586.10,4.23,0.04,4.55,0.03,12.91,0.07,30.76,0.17,31.58,0.17,4.48,0.24,5.32,0.12,9.44,0.23,16.07,0.30,25.20,0.54
