,cell,step,time,X_coord,Y_coord
37,037:00:---------------,0,0.0,2.392360431467895,-2.385021208382398
38,038:00:---------------,0,0.0,-0.09357828905154124,-3.386980880212262
39,039:00:---------------,0,0.0,-1.479351362185558,3.0958409354332543
40,040:00:---------------,0,0.0,-2.5428036343961025,2.365469582121964
41,041:00:---------------,0,0.0,1.8983427538506135,2.921770666458727
42,042:00:---------------,0,0.0,3.070299874144129,-1.6609788066689812
43,043:00:---------------,0,0.0,-0.9276651474035651,-3.420855058159437
44,044:00:---------------,0,0.0,3.3736242569173154,1.1578000951368517
45,045:00:---------------,0,0.0,3.266426020474961,1.6023851639593383
46,046:00:---------------,0,0.0,-0.1968766005998456,3.634342416529976
47,047:00:---------------,0,0.0,1.0005464486328113,3.516983488005185
48,048:00:---------------,0,0.0,-1.7741261545610767,-3.240570710785707
49,049:00:---------------,0,0.0,2.2968499166541294,2.9184321680617846
50,050:00:---------------,0,0.0,-3.1161178261780615,-2.0557047485321753
51,051:00:---------------,0,0.0,-0.8935108999700949,3.6366316446256253
52,052:00:---------------,0,0.0,2.659786211579812,2.6764378095895753
53,053:00:---------------,0,0.0,3.690216888396889,-0.8026846902159017
54,054:00:---------------,0,0.0,-3.71417451438097,0.833073687048174
55,055:00:---------------,0,0.0,1.9525379247936814,-3.308863112945855
56,056:00:---------------,0,0.0,-3.757566722526107,-0.8115528956636585
57,057:00:---------------,0,0.0,-3.8824498181684395,-0.0035356691195877784
58,058:00:---------------,0,0.0,-3.5281643825064504,1.7348513747078136
59,059:00:---------------,0,0.0,4.039116367742135,-0.10620609081444306
60,060:00:---------------,0,0.0,-3.4249997093565443,2.231467642509262
61,061:00:---------------,0,0.0,3.474873117975731,-2.1555054085350425
62,062:00:---------------,0,0.0,-1.7866965219159354,3.79736500419184
63,063:00:---------------,0,0.0,-3.5526925904373567,-2.256176441476187
64,064:00:---------------,0,0.0,-0.5725992090467275,-4.233434688413049
65,065:00:---------------,0,0.0,0.1864193860103872,4.301812917018801
66,066:00:---------------,0,0.0,3.9370897470997814,1.837820309818032
67,067:00:---------------,0,0.0,3.9886838916432628,-1.725619224482753
68,068:00:---------------,0,0.0,-3.461152832166936,2.737094328766441
69,069:00:---------------,0,0.0,1.7685364098464726,-4.0461492084449215
70,070:00:---------------,0,0.0,3.0051258327022925,-3.315007776917887
71,071:00:---------------,0,0.0,4.324743342356786,1.3018385553193985
72,072:00:---------------,0,0.0,0.2754392148391067,-4.523758608559993
73,073:00:---------------,0,0.0,-2.7077977135531603,3.6925394347199556
74,074:00:---------------,0,0.0,-4.124053312166301,-1.9904274110747806
75,075:00:---------------,0,0.0,2.8298684393796596,3.600231079857381
76,076:00:---------------,0,0.0,1.5723877267947588,4.305390066425414
77,077:00:---------------,0,0.0,-4.55521249117761,0.6402926919813516
78,078:00:---------------,0,0.0,0.005281005502845104,4.659578402529572
79,079:00:---------------,0,0.0,-2.5013076899302287,-3.9631243937192346
80,080:00:---------------,0,0.0,3.691685203447026,2.8893633434403094
81,081:00:---------------,0,0.0,4.544263373587695,-1.2223379448653864
82,082:00:---------------,0,0.0,-1.157929194079904,4.597398136718663
83,083:00:---------------,0,0.0,-1.614178700204691,-4.49188383463732
84,084:00:---------------,0,0.0,2.7469772557338796,3.9731823616120368
85,085:00:---------------,0,0.0,-3.0055365285229163,-3.839566271466542
86,086:00:---------------,0,0.0,4.926454820424031,-0.09603959817387601
87,087:00:---------------,0,0.0,-4.887725315368921,-0.6455411659291902
88,000:00:---------------,1,0.34782608695652173,-0.230546276001279,0.3849300988401096
89,002:00:---------------,1,0.34782608695652173,0.6554512341082457,-0.5581964036635617
90,003:00:---------------,1,0.34782608695652173,-1.0394300552097482,-0.39797333967569465
91,004:00:---------------,1,0.34782608695652173,0.5866791019245715,-1.077785132808761
92,005:00:---------------,1,0.34782608695652173,0.39965386465413233,1.171574242490511
93,006:00:---------------,1,0.34782608695652173,-0.7381496533875909,-1.0518791439612567
94,008:00:---------------,1,0.34782608695652173,-0.8804235176991011,-1.4426333339816788
95,009:00:---------------,1,0.34782608695652173,-1.5544003690186072,-0.8492337536708369
96,010:00:---------------,1,0.34782608695652173,-1.5730556439643348,0.821172426143834
97,012:00:---------------,1,0.34782608695652173,-1.8499923712145674,-0.0205704914721863
98,013:00:---------------,1,0.34782608695652173,-1.0697606521581025,1.544432328956824
99,014:00:---------------,1,0.34782608695652173,0.6217055699229597,1.8219271602146698
100,016:00:---------------,1,0.34782608695652173,0.06862493237457135,-2.063220100729377
101,018:00:---------------,1,0.34782608695652173,0.6336456959682573,2.2930338861439408
102,019:00:---------------,1,0.34782608695652173,-0.4676899231857865,-2.387818079524381
103,021:00:---------------,1,0.34782608695652173,-1.9374447953014737,-1.6903413282001338
104,023:00:---------------,1,0.34782608695652173,2.4300004471558436,0.9020440902256616
105,024:00:---------------,1,0.34782608695652173,-2.4923007013750023,-0.7555780825721481
106,025:00:---------------,1,0.34782608695652173,-2.335018421700631,1.1881003618382677
107,027:00:---------------,1,0.34782608695652173,-0.7532416521766214,2.6809612690349796
108,028:00:---------------,1,0.34782608695652173,2.6913158877059598,-1.0277543435834058
109,029:00:---------------,1,0.34782608695652173,2.239772789154812,-1.8188264566583563
110,030:00:---------------,1,0.34782608695652173,2.9317334784707043,-0.5087113612840928
111,031:00:---------------,1,0.34782608695652173,1.592305887308851,-2.6955852384285297
112,033:00:---------------,1,0.34782608695652173,-2.693751784684124,1.7509558594063517
113,034:00:---------------,1,0.34782608695652173,-2.375862233028585,-2.2358243816538046
114,035:00:---------------,1,0.34782608695652173,1.1075461512798266,-3.121560998347657
115,036:00:---------------,1,0.34782608695652173,-3.328387700331929,0.13061194077854452
116,038:00:---------------,1,0.34782608695652173,-0.09357828905154124,-3.386980880212262
117,039:00:---------------,1,0.34782608695652173,-1.479351362185558,3.0958409354332543
118,040:00:---------------,1,0.34782608695652173,-2.5428036343961025,2.365469582121964
119,041:00:---------------,1,0.34782608695652173,1.8983427538506135,2.921770666458727
120,042:00:---------------,1,0.34782608695652173,3.070299874144129,-1.6609788066689812
121,043:00:---------------,1,0.34782608695652173,-0.9276651474035651,-3.420855058159437
122,047:00:---------------,1,0.34782608695652173,1.0005464486328113,3.516983488005185
123,048:00:---------------,1,0.34782608695652173,-1.7741261545610767,-3.240570710785707
124,049:00:---------------,1,0.34782608695652173,2.2968499166541294,2.9184321680617846
125,050:00:---------------,1,0.34782608695652173,-3.1161178261780615,-2.0557047485321753
126,051:00:---------------,1,0.34782608695652173,-0.8935108999700949,3.6366316446256253
127,055:00:---------------,1,0.34782608695652173,1.9525379247936814,-3.308863112945855
128,056:00:---------------,1,0.34782608695652173,-3.757566722526107,-0.8115528956636585
129,057:00:---------------,1,0.34782608695652173,-3.8824498181684395,-0.0035356691195877784
130,058:00:---------------,1,0.34782608695652173,-3.5281643825064504,1.7348513747078136
131,059:00:---------------,1,0.34782608695652173,4.039116367742135,-0.10620609081444306
132,060:00:---------------,1,0.34782608695652173,-3.4249997093565443,2.231467642509262
133,061:00:---------------,1,0.34782608695652173,3.474873117975731,-2.1555054085350425
134,062:00:---------------,1,0.34782608695652173,-1.7866965219159354,3.79736500419184
135,063:00:---------------,1,0.34782608695652173,-3.5526925904373567,-2.256176441476187
136,064:00:---------------,1,0.34782608695652173,-0.5725992090467275,-4.233434688413049
137,065:00:---------------,1,0.34782608695652173,0.1864193860103872,4.301812917018801
138,066:00:---------------,1,0.34782608695652173,3.9370897470997814,1.837820309818032
139,067:00:---------------,1,0.34782608695652173,3.9886838916432628,-1.725619224482753
140,068:00:---------------,1,0.34782608695652173,-3.461152832166936,2.737094328766441
141,069:00:---------------,1,0.34782608695652173,1.7685364098464726,-4.0461492084449215
142,070:00:---------------,1,0.34782608695652173,3.0051258327022925,-3.315007776917887
143,071:00:---------------,1,0.34782608695652173,4.324743342356786,1.3018385553193985
144,072:00:---------------,1,0.34782608695652173,0.2754392148391067,-4.523758608559993
145,073:00:---------------,1,0.34782608695652173,-2.7077977135531603,3.6925394347199556
146,074:00:---------------,1,0.34782608695652173,-4.124053312166301,-1.9904274110747806
147,075:00:---------------,1,0.34782608695652173,2.8298684393796596,3.600231079857381
148,076:00:---------------,1,0.34782608695652173,1.5723877267947588,4.305390066425414
149,077:00:---------------,1,0.34782608695652173,-4.55521249117761,0.6402926919813516
150,078:00:---------------,1,0.34782608695652173,0.005281005502845104,4.659578402529572
151,079:00:---------------,1,0.34782608695652173,-2.5013076899302287,-3.9631243937192346
152,080:00:---------------,1,0.34782608695652173,3.691685203447026,2.8893633434403094
153,081:00:---------------,1,0.34782608695652173,4.544263373587695,-1.2223379448653864
154,082:00:---------------,1,0.34782608695652173,-1.157929194079904,4.597398136718663
155,083:00:---------------,1,0.34782608695652173,-1.614178700204691,-4.49188383463732
156,084:00:---------------,1,0.34782608695652173,2.7469772557338796,3.9731823616120368
157,085:00:---------------,1,0.34782608695652173,-3.0055365285229163,-3.839566271466542
158,086:00:---------------,1,0.34782608695652173,4.926454820424031,-0.09603959817387601
159,087:00:---------------,1,0.34782608695652173,-4.887725315368921,-0.6455411659291902
160,001:01:--------------0,1,0.34782608695652173,0.03509530105196418,0.6415484021568323
161,001:01:--------------1,1,0.34782608695652173,-0.5814425981555968,0.7606322309585671
162,007:01:--------------0,1,0.34782608695652173,1.368102916222437,-1.3430912832258117
163,007:01:--------------1,1,0.34782608695652173,1.438160512544453,-0.4203522387755254
164,011:01:--------------0,1,0.34782608695652173,1.208150185771944,0.6598458095711248
165,011:01:--------------1,1,0.34782608695652173,1.70553274413421,1.1900883962189437
166,015:01:--------------0,1,0.34782608695652173,0.8217512973690722,-2.0331658519427394
167,015:01:--------------1,1,0.34782608695652173,0.35110569364279065,-1.990224059577579
168,017:01:--------------0,1,0.34782608695652173,-0.1312319471233156,2.5223774717137175
169,017:01:--------------1,1,0.34782608695652173,-0.34585624904485646,1.858092348033319
170,020:01:--------------0,1,0.34782608695652173,2.8663080258654077,0.2904440271236035
171,020:01:--------------1,1,0.34782608695652173,2.097099110970329,0.2587249442978262
172,022:01:--------------0,1,0.34782608695652173,2.1151958907816075,1.7921223442285052
173,022:01:--------------1,1,0.34782608695652173,1.4593674929477425,1.9873626429177291
174,026:01:--------------0,1,0.34782608695652173,0.7961906927344609,-2.546500099763474
175,026:01:--------------1,1,0.34782608695652173,0.2624711281390829,-2.5910564540656713
176,032:01:--------------0,1,0.34782608695652173,-1.3758611516908692,-3.0749355549111708
177,032:01:--------------1,1,0.34782608695652173,-1.461159324205488,-2.53145784604009
178,037:01:--------------0,1,0.34782608695652173,2.130649703215592,-2.30372224149087
179,037:01:--------------1,1,0.34782608695652173,2.6950931213937683,-2.4790634171203587
180,044:01:--------------0,1,0.34782608695652173,3.106002161586199,1.210879294892839
181,044:01:--------------1,1,0.34782608695652173,3.6243894111315154,1.1080642401959206
182,045:01:--------------0,1,0.34782608695652173,3.469310719495412,1.5609192954898923
183,045:01:--------------1,1,0.34782608695652173,2.9804342473484695,1.6608365765353619
184,046:01:--------------0,1,0.34782608695652173,-0.3700498348591949,3.934763414093834
185,046:01:--------------1,1,0.34782608695652173,-0.041366182791328865,3.3645628801632883
186,052:01:--------------0,1,0.34782608695652173,2.888150537957764,2.8731698978935984
187,052:01:--------------1,1,0.34782608695652173,2.45338286148744,2.4986247389551814
188,053:01:--------------0,1,0.34782608695652173,3.988808853488863,-0.7344489390937874
189,053:01:--------------1,1,0.34782608695652173,3.450916149802508,-0.8573709093746613
190,054:01:--------------0,1,0.34782608695652173,-4.003012323910736,1.1276889280957436
191,054:01:--------------1,1,0.34782608695652173,-3.568505391064003,0.6844908406781459
192,000:00:---------------,2,0.6956521739130435,-0.230546276001279,0.3849300988401096
193,002:00:---------------,2,0.6956521739130435,0.6554512341082457,-0.5581964036635617
194,003:00:---------------,2,0.6956521739130435,-1.0394300552097482,-0.39797333967569465
195,005:00:---------------,2,0.6956521739130435,0.39965386465413233,1.171574242490511
196,006:00:---------------,2,0.6956521739130435,-0.7381496533875909,-1.0518791439612567
197,010:00:---------------,2,0.6956521739130435,-1.5730556439643348,0.821172426143834
198,012:00:---------------,2,0.6956521739130435,-1.8499923712145674,-0.0205704914721863
199,014:00:---------------,2,0.6956521739130435,0.6217055699229597,1.8219271602146698
200,016:00:---------------,2,0.6956521739130435,0.06862493237457135,-2.063220100729377
201,018:00:---------------,2,0.6956521739130435,0.6336456959682573,2.2930338861439408
202,019:00:---------------,2,0.6956521739130435,-0.4676899231857865,-2.387818079524381
203,023:00:---------------,2,0.6956521739130435,2.4300004471558436,0.9020440902256616
204,024:00:---------------,2,0.6956521739130435,-2.4923007013750023,-0.7555780825721481
205,025:00:---------------,2,0.6956521739130435,-2.335018421700631,1.1881003618382677
206,028:00:---------------,2,0.6956521739130435,2.6913158877059598,-1.0277543435834058
207,033:00:---------------,2,0.6956521739130435,-2.693751784684124,1.7509558594063517
208,036:00:---------------,2,0.6956521739130435,-3.328387700331929,0.13061194077854452
209,038:00:---------------,2,0.6956521739130435,-0.09357828905154124,-3.386980880212262
210,039:00:---------------,2,0.6956521739130435,-1.479351362185558,3.0958409354332543
211,042:00:---------------,2,0.6956521739130435,3.070299874144129,-1.6609788066689812
212,047:00:---------------,2,0.6956521739130435,1.0005464486328113,3.516983488005185
213,048:00:---------------,2,0.6956521739130435,-1.7741261545610767,-3.240570710785707
214,049:00:---------------,2,0.6956521739130435,2.2968499166541294,2.9184321680617846
215,050:00:---------------,2,0.6956521739130435,-3.1161178261780615,-2.0557047485321753
216,055:00:---------------,2,0.6956521739130435,1.9525379247936814,-3.308863112945855
217,056:00:---------------,2,0.6956521739130435,-3.757566722526107,-0.8115528956636585
218,057:00:---------------,2,0.6956521739130435,-3.8824498181684395,-0.0035356691195877784
219,058:00:---------------,2,0.6956521739130435,-3.5281643825064504,1.7348513747078136
220,059:00:---------------,2,0.6956521739130435,4.039116367742135,-0.10620609081444306
221,060:00:---------------,2,0.6956521739130435,-3.4249997093565443,2.231467642509262
222,061:00:---------------,2,0.6956521739130435,3.474873117975731,-2.1555054085350425
223,062:00:---------------,2,0.6956521739130435,-1.7866965219159354,3.79736500419184
224,063:00:---------------,2,0.6956521739130435,-3.5526925904373567,-2.256176441476187
225,064:00:---------------,2,0.6956521739130435,-0.5725992090467275,-4.233434688413049
226,065:00:---------------,2,0.6956521739130435,0.1864193860103872,4.301812917018801
227,066:00:---------------,2,0.6956521739130435,3.9370897470997814,1.837820309818032
228,067:00:---------------,2,0.6956521739130435,3.9886838916432628,-1.725619224482753
229,068:00:---------------,2,0.6956521739130435,-3.461152832166936,2.737094328766441
230,069:00:---------------,2,0.6956521739130435,1.7685364098464726,-4.0461492084449215
231,070:00:---------------,2,0.6956521739130435,3.0051258327022925,-3.315007776917887
232,071:00:---------------,2,0.6956521739130435,4.324743342356786,1.3018385553193985
233,072:00:---------------,2,0.6956521739130435,0.2754392148391067,-4.523758608559993
234,073:00:---------------,2,0.6956521739130435,-2.7077977135531603,3.6925394347199556
235,074:00:---------------,2,0.6956521739130435,-4.124053312166301,-1.9904274110747806
236,075:00:---------------,2,0.6956521739130435,2.8298684393796596,3.600231079857381
237,076:00:---------------,2,0.6956521739130435,1.5723877267947588,4.305390066425414
238,077:00:---------------,2,0.6956521739130435,-4.55521249117761,0.6402926919813516
239,078:00:---------------,2,0.6956521739130435,0.005281005502845104,4.659578402529572
240,079:00:---------------,2,0.6956521739130435,-2.5013076899302287,-3.9631243937192346
241,080:00:---------------,2,0.6956521739130435,3.691685203447026,2.8893633434403094
242,081:00:---------------,2,0.6956521739130435,4.544263373587695,-1.2223379448653864
243,082:00:---------------,2,0.6956521739130435,-1.157929194079904,4.597398136718663
244,083:00:---------------,2,0.6956521739130435,-1.614178700204691,-4.49188383463732
245,084:00:---------------,2,0.6956521739130435,2.7469772557338796,3.9731823616120368
246,085:00:---------------,2,0.6956521739130435,-3.0055365285229163,-3.839566271466542
247,086:00:---------------,2,0.6956521739130435,4.926454820424031,-0.09603959817387601
248,087:00:---------------,2,0.6956521739130435,-4.887725315368921,-0.6455411659291902
249,007:01:--------------0,2,0.6956521739130435,1.368102916222437,-1.3430912832258117
250,007:01:--------------1,2,0.6956521739130435,1.438160512544453,-0.4203522387755254
251,011:01:--------------1,2,0.6956521739130435,1.70553274413421,1.1900883962189437
252,015:01:--------------0,2,0.6956521739130435,0.8217512973690722,-2.0331658519427394
253,015:01:--------------1,2,0.6956521739130435,0.35110569364279065,-1.990224059577579
254,017:01:--------------0,2,0.6956521739130435,-0.1312319471233156,2.5223774717137175
255,017:01:--------------1,2,0.6956521739130435,-0.34585624904485646,1.858092348033319
256,020:01:--------------0,2,0.6956521739130435,2.8663080258654077,0.2904440271236035
257,020:01:--------------1,2,0.6956521739130435,2.097099110970329,0.2587249442978262
258,022:01:--------------0,2,0.6956521739130435,2.1151958907816075,1.7921223442285052
259,026:01:--------------0,2,0.6956521739130435,0.7961906927344609,-2.546500099763474
260,026:01:--------------1,2,0.6956521739130435,0.2624711281390829,-2.5910564540656713
261,032:01:--------------0,2,0.6956521739130435,-1.3758611516908692,-3.0749355549111708
262,032:01:--------------1,2,0.6956521739130435,-1.461159324205488,-2.53145784604009
263,037:01:--------------0,2,0.6956521739130435,2.130649703215592,-2.30372224149087
264,045:01:--------------1,2,0.6956521739130435,2.9804342473484695,1.6608365765353619
265,046:01:--------------0,2,0.6956521739130435,-0.3700498348591949,3.934763414093834
266,046:01:--------------1,2,0.6956521739130435,-0.041366182791328865,3.3645628801632883
267,052:01:--------------0,2,0.6956521739130435,2.888150537957764,2.8731698978935984
268,052:01:--------------1,2,0.6956521739130435,2.45338286148744,2.4986247389551814
269,053:01:--------------1,2,0.6956521739130435,3.450916149802508,-0.8573709093746613
270,054:01:--------------0,2,0.6956521739130435,-4.003012323910736,1.1276889280957436
271,054:01:--------------1,2,0.6956521739130435,-3.568505391064003,0.6844908406781459
272,004:01:--------------0,2,0.6956521739130435,0.8381291781341722,-0.978893927815143
273,004:01:--------------1,2,0.6956521739130435,0.25277744838368843,-1.20910319548652
274,008:01:--------------0,2,0.6956521739130435,-1.1634670162374308,-1.424387283706555
275,008:01:--------------1,2,0.6956521739130435,-0.5811155836494608,-1.461927851045718
276,009:01:--------------0,2,0.6956521739130435,-1.5369038405567412,-0.6094666475216648
277,009:01:--------------1,2,0.6956521739130435,-1.570541193234504,-1.0704227010407532
278,013:01:--------------0,2,0.6956521739130435,-1.4585815664279504,1.7128041415705781
279,013:01:--------------1,2,0.6956521739130435,-0.8121891136856619,1.4328956671706214
280,021:01:--------------0,2,0.6956521739130435,-2.29297282090117,-1.585346800280047
281,021:01:--------------1,2,0.6956521739130435,-1.696670328658032,-1.7614468378650814
282,027:01:--------------0,2,0.6956521739130435,-0.6588370795668463,2.9388821974727013
283,027:01:--------------1,2,0.6956521739130435,-0.8603051785627092,2.38845505494025
284,029:01:--------------0,2,0.6956521739130435,1.9259744450598097,-1.8755712247069165
285,029:01:--------------1,2,0.6956521739130435,2.4477565101474283,-1.7812163537763936
286,030:01:--------------0,2,0.6956521739130435,2.5600508810228213,-0.4941509568291452
287,030:01:--------------1,2,0.6956521739130435,3.115237566133401,-0.5159000049113469
288,031:01:--------------0,2,0.6956521739130435,1.4962997357724555,-2.417573335477536
289,031:01:--------------1,2,0.6956521739130435,1.6515103094911796,-2.8670277325877036
290,034:01:--------------0,2,0.6956521739130435,-2.6575653374062447,-2.587962242294819
291,034:01:--------------1,2,0.6956521739130435,-2.255887813577919,-2.0858525327800095
292,035:01:--------------0,2,0.6956521739130435,1.0122218594291577,-3.538991476203492
293,035:01:--------------1,2,0.6956521739130435,1.1541195090140355,-2.917613624631027
294,040:01:--------------0,2,0.6956521739130435,-2.1632559737458577,2.382532737823079
295,040:01:--------------1,2,0.6956521739130435,-2.7669108739040036,2.3553944924351535
296,041:01:--------------0,2,0.6956521739130435,1.964508346558608,3.3024601382027425
297,041:01:--------------1,2,0.6956521739130435,1.8525222051633714,2.658138168647527
298,043:01:--------------0,2,0.6956521739130435,-0.727752396343906,-3.2004072486931685
299,043:01:--------------1,2,0.6956521739130435,-1.1443121071446152,-3.6597560159487115
300,051:01:--------------0,2,0.6956521739130435,-1.087130143120114,3.841729192560856
301,051:01:--------------1,2,0.6956521739130435,-0.7543825240669968,3.489255339038958
302,001:02:-------------00,2,0.6956521739130435,0.19436782120172072,0.34377539567086773
303,001:02:-------------10,2,0.6956521739130435,-0.08237126000829548,0.8611617479844246
304,001:02:-------------01,2,0.6956521739130435,-0.7010976400382251,0.47301982439732176
305,001:02:-------------11,2,0.6956521739130435,-0.49396651200460406,0.970896731798615
306,011:02:-------------00,2,0.6956521739130435,1.12948568910336,0.982835711612965
307,011:02:-------------10,2,0.6956521739130435,1.2735133493499324,0.39147007852001064
308,022:02:-------------01,2,0.6956521739130435,1.3350302125857432,2.285541971799243
309,022:02:-------------11,2,0.6956521739130435,1.5400204007716798,1.793944949871305
310,037:02:-------------01,2,0.6956521739130435,2.587773361334395,-2.7565979768774627
311,037:02:-------------11,2,0.6956521739130435,2.7763960266110863,-2.2688098161620784
312,044:02:-------------00,2,0.6956521739130435,3.187741205347052,0.9438795739264692
313,044:02:-------------10,2,0.6956521739130435,3.071804486081029,1.3225856398348357
314,044:02:-------------01,2,0.6956521739130435,3.882298284656132,0.8571720365836892
315,044:02:-------------11,2,0.6956521739130435,3.5282166617000166,1.2016205133964732
316,045:02:-------------00,2,0.6956521739130435,3.413669237662946,1.9116504733965265
317,045:02:-------------10,2,0.6956521739130435,3.4835729647587605,1.4710184891837428
318,053:02:-------------00,2,0.6956521739130435,4.289496133243741,-0.6721873245585869
319,053:02:-------------10,2,0.6956521739130435,3.8537059758667014,-0.762423927912618
320,000:00:---------------,3,1.0434782608695652,-0.230546276001279,0.3849300988401096
321,002:00:---------------,3,1.0434782608695652,0.6554512341082457,-0.5581964036635617
322,005:00:---------------,3,1.0434782608695652,0.39965386465413233,1.171574242490511
323,006:00:---------------,3,1.0434782608695652,-0.7381496533875909,-1.0518791439612567
324,012:00:---------------,3,1.0434782608695652,-1.8499923712145674,-0.0205704914721863
325,014:00:---------------,3,1.0434782608695652,0.6217055699229597,1.8219271602146698
326,016:00:---------------,3,1.0434782608695652,0.06862493237457135,-2.063220100729377
327,018:00:---------------,3,1.0434782608695652,0.6336456959682573,2.2930338861439408
328,019:00:---------------,3,1.0434782608695652,-0.4676899231857865,-2.387818079524381
329,023:00:---------------,3,1.0434782608695652,2.4300004471558436,0.9020440902256616
330,025:00:---------------,3,1.0434782608695652,-2.335018421700631,1.1881003618382677
331,028:00:---------------,3,1.0434782608695652,2.6913158877059598,-1.0277543435834058
332,038:00:---------------,3,1.0434782608695652,-0.09357828905154124,-3.386980880212262
333,039:00:---------------,3,1.0434782608695652,-1.479351362185558,3.0958409354332543
334,042:00:---------------,3,1.0434782608695652,3.070299874144129,-1.6609788066689812
335,049:00:---------------,3,1.0434782608695652,2.2968499166541294,2.9184321680617846
336,050:00:---------------,3,1.0434782608695652,-3.1161178261780615,-2.0557047485321753
337,055:00:---------------,3,1.0434782608695652,1.9525379247936814,-3.308863112945855
338,057:00:---------------,3,1.0434782608695652,-3.8824498181684395,-0.0035356691195877784
339,058:00:---------------,3,1.0434782608695652,-3.5281643825064504,1.7348513747078136
340,059:00:---------------,3,1.0434782608695652,4.039116367742135,-0.10620609081444306
341,060:00:---------------,3,1.0434782608695652,-3.4249997093565443,2.231467642509262
342,061:00:---------------,3,1.0434782608695652,3.474873117975731,-2.1555054085350425
343,062:00:---------------,3,1.0434782608695652,-1.7866965219159354,3.79736500419184
344,063:00:---------------,3,1.0434782608695652,-3.5526925904373567,-2.256176441476187
345,064:00:---------------,3,1.0434782608695652,-0.5725992090467275,-4.233434688413049
346,065:00:---------------,3,1.0434782608695652,0.1864193860103872,4.301812917018801
347,066:00:---------------,3,1.0434782608695652,3.9370897470997814,1.837820309818032
348,067:00:---------------,3,1.0434782608695652,3.9886838916432628,-1.725619224482753
349,068:00:---------------,3,1.0434782608695652,-3.461152832166936,2.737094328766441
350,069:00:---------------,3,1.0434782608695652,1.7685364098464726,-4.0461492084449215
351,070:00:---------------,3,1.0434782608695652,3.0051258327022925,-3.315007776917887
352,071:00:---------------,3,1.0434782608695652,4.324743342356786,1.3018385553193985
353,072:00:---------------,3,1.0434782608695652,0.2754392148391067,-4.523758608559993
354,073:00:---------------,3,1.0434782608695652,-2.7077977135531603,3.6925394347199556
355,074:00:---------------,3,1.0434782608695652,-4.124053312166301,-1.9904274110747806
356,075:00:---------------,3,1.0434782608695652,2.8298684393796596,3.600231079857381
357,076:00:---------------,3,1.0434782608695652,1.5723877267947588,4.305390066425414
358,077:00:---------------,3,1.0434782608695652,-4.55521249117761,0.6402926919813516
359,078:00:---------------,3,1.0434782608695652,0.005281005502845104,4.659578402529572
360,079:00:---------------,3,1.0434782608695652,-2.5013076899302287,-3.9631243937192346
361,080:00:---------------,3,1.0434782608695652,3.691685203447026,2.8893633434403094
362,081:00:---------------,3,1.0434782608695652,4.544263373587695,-1.2223379448653864
363,082:00:---------------,3,1.0434782608695652,-1.157929194079904,4.597398136718663
