,cell,gene_0,gene_1,step,time,X_coord,Y_coord,k_0,k_1
797,797,4.6759143535695085,94.81724774573594,42,42,13.5,0.0,21.0,20.0
14,14,4.675914353569596,94.81724774573554,43,43,-13.5,0.0,21.0,20.0
43,43,4.675914353570622,94.8172477457307,43,43,-12.5,0.0,21.0,20.0
72,72,4.675914353584823,94.81724774566355,43,43,-11.5,0.0,21.0,20.0
101,101,4.675914353780447,94.81724774473848,43,43,-10.5,0.0,21.0,20.0
130,130,4.675914356490172,94.81724773192941,43,43,-9.5,0.0,21.0,20.0
159,159,4.675914394256513,94.81724755328607,43,43,-8.5,0.0,21.0,20.0
188,188,4.6759149255691685,94.81724504227873,43,43,-7.5,0.0,21.0,20.0
217,217,4.67592248243673,94.8172093265084,43,43,-6.5,0.0,21.0,20.0
246,246,4.676031377132901,94.81669199775605,43,43,-5.5,0.0,21.0,20.0
275,275,4.677659013652024,94.80914265196435,43,43,-4.5,0.0,21.0,20.0
304,304,4.70150134719039,94.68953321737973,43,43,-3.5,0.0,21.0,20.0
333,333,5.120265637181745,92.98907849505217,43,43,-2.5,0.0,21.0,20.0
362,362,10.005794157689092,59.94859456169136,43,43,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,43,43,-0.5,0.0,21.0,20.0
420,420,10.005794157689092,59.94859456169135,43,43,0.5,0.0,21.0,20.0
449,449,5.120265637181746,92.98907849505217,43,43,1.5,0.0,21.0,20.0
478,478,4.70150134719039,94.68953321737973,43,43,2.5,0.0,21.0,20.0
507,507,4.677659013652024,94.80914265196435,43,43,3.5,0.0,21.0,20.0
536,536,4.676031377132901,94.81669199775605,43,43,4.5,0.0,21.0,20.0
565,565,4.67592248243673,94.8172093265084,43,43,5.5,0.0,21.0,20.0
594,594,4.6759149255691685,94.81724504227873,43,43,6.5,0.0,21.0,20.0
623,623,4.675914394256515,94.81724755328607,43,43,7.5,0.0,21.0,20.0
652,652,4.675914356490172,94.81724773192941,43,43,8.5,0.0,21.0,20.0
681,681,4.675914353780447,94.81724774473848,43,43,9.5,0.0,21.0,20.0
710,710,4.675914353584823,94.81724774566355,43,43,10.5,0.0,21.0,20.0
739,739,4.675914353570621,94.8172477457307,43,43,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573559,43,43,12.5,0.0,21.0,20.0
797,797,4.675914353569514,94.81724774573594,43,43,13.5,0.0,21.0,20.0
14,14,4.675914353569596,94.81724774573553,44,44,-13.5,0.0,21.0,20.0
43,43,4.675914353570622,94.8172477457307,44,44,-12.5,0.0,21.0,20.0
72,72,4.675914353584823,94.81724774566354,44,44,-11.5,0.0,21.0,20.0
101,101,4.67591435378045,94.81724774473847,44,44,-10.5,0.0,21.0,20.0
130,130,4.675914356490181,94.8172477319293,44,44,-9.5,0.0,21.0,20.0
159,159,4.675914394256567,94.81724755328531,44,44,-8.5,0.0,21.0,20.0
188,188,4.675914925569516,94.8172450422738,44,44,-7.5,0.0,21.0,20.0
217,217,4.675922482439024,94.81720932647568,44,44,-6.5,0.0,21.0,20.0
246,246,4.676031377148374,94.81669199753576,44,44,-5.5,0.0,21.0,20.0
275,275,4.677659013758011,94.80914265044862,44,44,-4.5,0.0,21.0,20.0
304,304,4.701501347947452,94.68953320680123,44,44,-3.5,0.0,21.0,20.0
333,333,5.120265642385153,92.9890784142476,44,44,-2.5,0.0,21.0,20.0
362,362,10.00579419629577,59.94859419694628,44,44,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,44,44,-0.5,0.0,21.0,20.0
420,420,10.00579419629577,59.94859419694628,44,44,0.5,0.0,21.0,20.0
449,449,5.120265642385153,92.98907841424759,44,44,1.5,0.0,21.0,20.0
478,478,4.701501347947452,94.68953320680123,44,44,2.5,0.0,21.0,20.0
507,507,4.677659013758011,94.80914265044862,44,44,3.5,0.0,21.0,20.0
536,536,4.676031377148374,94.81669199753576,44,44,4.5,0.0,21.0,20.0
565,565,4.675922482439024,94.81720932647568,44,44,5.5,0.0,21.0,20.0
594,594,4.675914925569516,94.8172450422738,44,44,6.5,0.0,21.0,20.0
623,623,4.675914394256567,94.81724755328531,44,44,7.5,0.0,21.0,20.0
652,652,4.675914356490181,94.8172477319293,44,44,8.5,0.0,21.0,20.0
681,681,4.67591435378045,94.81724774473847,44,44,9.5,0.0,21.0,20.0
710,710,4.675914353584823,94.81724774566354,44,44,10.5,0.0,21.0,20.0
739,739,4.675914353570621,94.8172477457307,44,44,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,44,44,12.5,0.0,21.0,20.0
797,797,4.675914353569514,94.81724774573593,44,44,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,45,45,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,45,45,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,45,45,-11.5,0.0,21.0,20.0
101,101,4.675914353780453,94.81724774473847,45,45,-10.5,0.0,21.0,20.0
130,130,4.675914356490197,94.81724773192927,45,45,-9.5,0.0,21.0,20.0
159,159,4.675914394256673,94.81724755328514,45,45,-8.5,0.0,21.0,20.0
188,188,4.675914925570213,94.8172450422727,45,45,-7.5,0.0,21.0,20.0
217,217,4.675922482443664,94.81720932646839,45,45,-6.5,0.0,21.0,20.0
246,246,4.676031377179602,94.81669199748677,45,45,-5.5,0.0,21.0,20.0
275,275,4.677659013971924,94.80914265011162,45,45,-4.5,0.0,21.0,20.0
304,304,4.701501349475422,94.6895332044493,45,45,-3.5,0.0,21.0,20.0
333,333,5.120265652887157,92.98907839628228,45,45,-2.5,0.0,21.0,20.0
362,362,10.005794274215356,59.948594115852416,45,45,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,45,45,-0.5,0.0,21.0,20.0
420,420,10.005794274215356,59.948594115852416,45,45,0.5,0.0,21.0,20.0
449,449,5.120265652887157,92.98907839628228,45,45,1.5,0.0,21.0,20.0
478,478,4.701501349475422,94.6895332044493,45,45,2.5,0.0,21.0,20.0
507,507,4.677659013971924,94.80914265011162,45,45,3.5,0.0,21.0,20.0
536,536,4.676031377179602,94.81669199748677,45,45,4.5,0.0,21.0,20.0
565,565,4.675922482443664,94.81720932646839,45,45,5.5,0.0,21.0,20.0
594,594,4.675914925570213,94.8172450422727,45,45,6.5,0.0,21.0,20.0
623,623,4.675914394256673,94.81724755328514,45,45,7.5,0.0,21.0,20.0
652,652,4.675914356490199,94.81724773192927,45,45,8.5,0.0,21.0,20.0
681,681,4.675914353780453,94.81724774473847,45,45,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,45,45,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,45,45,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,45,45,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,45,45,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,46,46,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,46,46,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,46,46,-11.5,0.0,21.0,20.0
101,101,4.675914353780453,94.81724774473845,46,46,-10.5,0.0,21.0,20.0
130,130,4.6759143564902015,94.81724773192923,46,46,-9.5,0.0,21.0,20.0
159,159,4.675914394256698,94.81724755328482,46,46,-8.5,0.0,21.0,20.0
188,188,4.675914925570371,94.81724504227049,46,46,-7.5,0.0,21.0,20.0
217,217,4.675922482444695,94.8172093264537,46,46,-6.5,0.0,21.0,20.0
246,246,4.676031377186543,94.8166919973879,46,46,-5.5,0.0,21.0,20.0
275,275,4.6776590140194845,94.80914264943148,46,46,-4.5,0.0,21.0,20.0
304,304,4.701501349815137,94.68953319970244,46,46,-3.5,0.0,21.0,20.0
333,333,5.12026565522207,92.98907836002304,46,46,-2.5,0.0,21.0,20.0
362,362,10.00579429153924,59.94859395218123,46,46,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,46,46,-0.5,0.0,21.0,20.0
420,420,10.00579429153924,59.948593952181206,46,46,0.5,0.0,21.0,20.0
449,449,5.12026565522207,92.98907836002304,46,46,1.5,0.0,21.0,20.0
478,478,4.701501349815137,94.68953319970242,46,46,2.5,0.0,21.0,20.0
507,507,4.6776590140194845,94.80914264943148,46,46,3.5,0.0,21.0,20.0
536,536,4.676031377186543,94.8166919973879,46,46,4.5,0.0,21.0,20.0
565,565,4.675922482444695,94.8172093264537,46,46,5.5,0.0,21.0,20.0
594,594,4.675914925570369,94.81724504227049,46,46,6.5,0.0,21.0,20.0
623,623,4.675914394256698,94.81724755328482,46,46,7.5,0.0,21.0,20.0
652,652,4.6759143564902015,94.81724773192923,46,46,8.5,0.0,21.0,20.0
681,681,4.675914353780453,94.81724774473845,46,46,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,46,46,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,46,46,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,46,46,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,46,46,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,47,47,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,47,47,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,47,47,-11.5,0.0,21.0,20.0
101,101,4.6759143537804535,94.81724774473845,47,47,-10.5,0.0,21.0,20.0
130,130,4.675914356490209,94.81724773192921,47,47,-9.5,0.0,21.0,20.0
159,159,4.675914394256745,94.81724755328473,47,47,-8.5,0.0,21.0,20.0
188,188,4.675914925570684,94.81724504226999,47,47,-7.5,0.0,21.0,20.0
217,217,4.675922482446775,94.81720932645044,47,47,-6.5,0.0,21.0,20.0
246,246,4.676031377200558,94.81669199736594,47,47,-5.5,0.0,21.0,20.0
275,275,4.677659014115473,94.80914264928025,47,47,-4.5,0.0,21.0,20.0
304,304,4.701501350500779,94.68953319864707,47,47,-3.5,0.0,21.0,20.0
333,333,5.120265659934609,92.98907835196151,47,47,-2.5,0.0,21.0,20.0
362,362,10.005794326503914,59.948593915792145,47,47,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,47,47,-0.5,0.0,21.0,20.0
420,420,10.005794326503919,59.948593915792145,47,47,0.5,0.0,21.0,20.0
449,449,5.120265659934609,92.98907835196151,47,47,1.5,0.0,21.0,20.0
478,478,4.70150135050078,94.68953319864707,47,47,2.5,0.0,21.0,20.0
507,507,4.677659014115473,94.80914264928025,47,47,3.5,0.0,21.0,20.0
536,536,4.676031377200558,94.81669199736594,47,47,4.5,0.0,21.0,20.0
565,565,4.675922482446775,94.81720932645044,47,47,5.5,0.0,21.0,20.0
594,594,4.675914925570684,94.81724504227,47,47,6.5,0.0,21.0,20.0
623,623,4.675914394256745,94.81724755328473,47,47,7.5,0.0,21.0,20.0
652,652,4.675914356490209,94.81724773192921,47,47,8.5,0.0,21.0,20.0
681,681,4.675914353780453,94.81724774473845,47,47,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,47,47,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,47,47,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,47,47,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,47,47,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,48,48,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,48,48,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,48,48,-11.5,0.0,21.0,20.0
101,101,4.6759143537804535,94.81724774473845,48,48,-10.5,0.0,21.0,20.0
130,130,4.675914356490209,94.81724773192919,48,48,-9.5,0.0,21.0,20.0
159,159,4.675914394256756,94.81724755328457,48,48,-8.5,0.0,21.0,20.0
188,188,4.675914925570753,94.81724504226902,48,48,-7.5,0.0,21.0,20.0
217,217,4.6759224824472385,94.81720932644384,48,48,-6.5,0.0,21.0,20.0
246,246,4.676031377203673,94.81669199732157,48,48,-5.5,0.0,21.0,20.0
275,275,4.677659014136817,94.80914264897507,48,48,-4.5,0.0,21.0,20.0
304,304,4.701501350653219,94.68953319651702,48,48,-3.5,0.0,21.0,20.0
333,333,5.1202656609823505,92.98907833569099,48,48,-2.5,0.0,21.0,20.0
362,362,10.005794334277624,59.948593842348366,48,48,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,48,48,-0.5,0.0,21.0,20.0
420,420,10.005794334277624,59.94859384234835,48,48,0.5,0.0,21.0,20.0
449,449,5.120265660982348,92.98907833569099,48,48,1.5,0.0,21.0,20.0
478,478,4.701501350653219,94.689533196517,48,48,2.5,0.0,21.0,20.0
507,507,4.677659014136815,94.80914264897507,48,48,3.5,0.0,21.0,20.0
536,536,4.676031377203673,94.81669199732157,48,48,4.5,0.0,21.0,20.0
565,565,4.675922482447237,94.81720932644384,48,48,5.5,0.0,21.0,20.0
594,594,4.675914925570752,94.81724504226902,48,48,6.5,0.0,21.0,20.0
623,623,4.675914394256756,94.81724755328457,48,48,7.5,0.0,21.0,20.0
652,652,4.675914356490209,94.81724773192919,48,48,8.5,0.0,21.0,20.0
681,681,4.675914353780453,94.81724774473845,48,48,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,48,48,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,48,48,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,48,48,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,48,48,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,49,49,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,49,49,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,49,49,-11.5,0.0,21.0,20.0
101,101,4.675914353780454,94.81724774473845,49,49,-10.5,0.0,21.0,20.0
130,130,4.675914356490214,94.81724773192919,49,49,-9.5,0.0,21.0,20.0
159,159,4.675914394256778,94.81724755328456,49,49,-8.5,0.0,21.0,20.0
188,188,4.675914925570892,94.81724504226878,49,49,-7.5,0.0,21.0,20.0
217,217,4.675922482448171,94.81720932644238,49,49,-6.5,0.0,21.0,20.0
246,246,4.676031377209961,94.81669199731171,49,49,-5.5,0.0,21.0,20.0
275,275,4.677659014179887,94.8091426489072,49,49,-4.5,0.0,21.0,20.0
304,304,4.701501350960886,94.68953319604343,49,49,-3.5,0.0,21.0,20.0
333,333,5.120265663096995,92.98907833207355,49,49,-2.5,0.0,21.0,20.0
362,362,10.005794349967237,59.94859382601957,49,49,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,49,49,-0.5,0.0,21.0,20.0
420,420,10.005794349967237,59.94859382601957,49,49,0.5,0.0,21.0,20.0
449,449,5.120265663096997,92.98907833207356,49,49,1.5,0.0,21.0,20.0
478,478,4.7015013509608865,94.68953319604343,49,49,2.5,0.0,21.0,20.0
507,507,4.677659014179887,94.8091426489072,49,49,3.5,0.0,21.0,20.0
536,536,4.676031377209961,94.81669199731171,49,49,4.5,0.0,21.0,20.0
565,565,4.675922482448172,94.81720932644238,49,49,5.5,0.0,21.0,20.0
594,594,4.675914925570892,94.8172450422688,49,49,6.5,0.0,21.0,20.0
623,623,4.675914394256778,94.81724755328456,49,49,7.5,0.0,21.0,20.0
652,652,4.675914356490214,94.81724773192919,49,49,8.5,0.0,21.0,20.0
681,681,4.675914353780454,94.81724774473845,49,49,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,49,49,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,49,49,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,49,49,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,49,49,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,50,50,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,50,50,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,50,50,-11.5,0.0,21.0,20.0
101,101,4.675914353780454,94.81724774473845,50,50,-10.5,0.0,21.0,20.0
130,130,4.675914356490214,94.81724773192917,50,50,-9.5,0.0,21.0,20.0
159,159,4.675914394256781,94.81724755328447,50,50,-8.5,0.0,21.0,20.0
188,188,4.6759149255709245,94.81724504226835,50,50,-7.5,0.0,21.0,20.0
217,217,4.67592248244838,94.81720932643942,50,50,-6.5,0.0,21.0,20.0
246,246,4.676031377211359,94.8166919972918,50,50,-5.5,0.0,21.0,20.0
275,275,4.677659014189465,94.80914264877023,50,50,-4.5,0.0,21.0,20.0
304,304,4.701501351029289,94.68953319508763,50,50,-3.5,0.0,21.0,20.0
333,333,5.120265663567146,92.98907832477252,50,50,-2.5,0.0,21.0,20.0
362,362,10.00579435345552,59.948593793063324,50,50,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,50,50,-0.5,0.0,21.0,20.0
420,420,10.005794353455515,59.948593793063324,50,50,0.5,0.0,21.0,20.0
449,449,5.120265663567146,92.98907832477252,50,50,1.5,0.0,21.0,20.0
478,478,4.701501351029289,94.68953319508763,50,50,2.5,0.0,21.0,20.0
507,507,4.677659014189465,94.80914264877023,50,50,3.5,0.0,21.0,20.0
536,536,4.676031377211359,94.8166919972918,50,50,4.5,0.0,21.0,20.0
565,565,4.67592248244838,94.81720932643942,50,50,5.5,0.0,21.0,20.0
594,594,4.6759149255709245,94.81724504226835,50,50,6.5,0.0,21.0,20.0
623,623,4.675914394256781,94.81724755328447,50,50,7.5,0.0,21.0,20.0
652,652,4.675914356490214,94.81724773192916,50,50,8.5,0.0,21.0,20.0
681,681,4.675914353780454,94.81724774473845,50,50,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,50,50,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,50,50,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,50,50,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,50,50,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,51,51,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,51,51,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,51,51,-11.5,0.0,21.0,20.0
101,101,4.675914353780454,94.81724774473845,51,51,-10.5,0.0,21.0,20.0
130,130,4.675914356490217,94.81724773192916,51,51,-9.5,0.0,21.0,20.0
159,159,4.675914394256791,94.81724755328446,51,51,-8.5,0.0,21.0,20.0
188,188,4.675914925570986,94.81724504226825,51,51,-7.5,0.0,21.0,20.0
217,217,4.675922482448798,94.81720932643876,51,51,-6.5,0.0,21.0,20.0
246,246,4.676031377214181,94.81669199728738,51,51,-5.5,0.0,21.0,20.0
275,275,4.6776590142087935,94.80914264873981,51,51,-4.5,0.0,21.0,20.0
304,304,4.701501351167347,94.68953319487512,51,51,-3.5,0.0,21.0,20.0
333,333,5.120265664516046,92.98907832314927,51,51,-2.5,0.0,21.0,20.0
362,362,10.00579436049588,59.94859378573613,51,51,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,51,51,-0.5,0.0,21.0,20.0
420,420,10.00579436049588,59.948593785736136,51,51,0.5,0.0,21.0,20.0
449,449,5.120265664516046,92.98907832314927,51,51,1.5,0.0,21.0,20.0
478,478,4.701501351167347,94.68953319487512,51,51,2.5,0.0,21.0,20.0
507,507,4.677659014208792,94.80914264873981,51,51,3.5,0.0,21.0,20.0
536,536,4.676031377214181,94.81669199728738,51,51,4.5,0.0,21.0,20.0
565,565,4.675922482448798,94.81720932643876,51,51,5.5,0.0,21.0,20.0
594,594,4.675914925570987,94.81724504226825,51,51,6.5,0.0,21.0,20.0
623,623,4.675914394256792,94.81724755328446,51,51,7.5,0.0,21.0,20.0
652,652,4.675914356490217,94.81724773192916,51,51,8.5,0.0,21.0,20.0
681,681,4.675914353780454,94.81724774473845,51,51,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,51,51,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,51,51,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,51,51,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,51,51,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,52,52,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,52,52,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,52,52,-11.5,0.0,21.0,20.0
101,101,4.675914353780454,94.81724774473845,52,52,-10.5,0.0,21.0,20.0
130,130,4.675914356490217,94.81724773192916,52,52,-9.5,0.0,21.0,20.0
159,159,4.675914394256794,94.81724755328443,52,52,-8.5,0.0,21.0,20.0
188,188,4.675914925571002,94.81724504226806,52,52,-7.5,0.0,21.0,20.0
217,217,4.675922482448891,94.81720932643744,52,52,-6.5,0.0,21.0,20.0
246,246,4.676031377214808,94.81669199727844,52,52,-5.5,0.0,21.0,20.0
275,275,4.677659014213089,94.80914264867833,52,52,-4.5,0.0,21.0,20.0
304,304,4.701501351198042,94.68953319444621,52,52,-3.5,0.0,21.0,20.0
333,333,5.1202656647270155,92.9890783198731,52,52,-2.5,0.0,21.0,20.0
362,362,10.00579436206117,59.948593770947745,52,52,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,52,52,-0.5,0.0,21.0,20.0
420,420,10.00579436206117,59.948593770947745,52,52,0.5,0.0,21.0,20.0
449,449,5.1202656647270155,92.9890783198731,52,52,1.5,0.0,21.0,20.0
478,478,4.701501351198042,94.68953319444621,52,52,2.5,0.0,21.0,20.0
507,507,4.677659014213089,94.80914264867835,52,52,3.5,0.0,21.0,20.0
536,536,4.676031377214808,94.81669199727844,52,52,4.5,0.0,21.0,20.0
565,565,4.675922482448893,94.81720932643744,52,52,5.5,0.0,21.0,20.0
594,594,4.675914925571002,94.81724504226804,52,52,6.5,0.0,21.0,20.0
623,623,4.675914394256794,94.81724755328442,52,52,7.5,0.0,21.0,20.0
652,652,4.675914356490217,94.81724773192916,52,52,8.5,0.0,21.0,20.0
681,681,4.675914353780454,94.81724774473845,52,52,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,52,52,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,52,52,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,52,52,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,52,52,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,53,53,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,53,53,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,53,53,-11.5,0.0,21.0,20.0
101,101,4.675914353780454,94.81724774473845,53,53,-10.5,0.0,21.0,20.0
130,130,4.675914356490217,94.81724773192916,53,53,-9.5,0.0,21.0,20.0
159,159,4.675914394256798,94.81724755328442,53,53,-8.5,0.0,21.0,20.0
188,188,4.6759149255710275,94.81724504226801,53,53,-7.5,0.0,21.0,20.0
217,217,4.67592248244908,94.81720932643714,53,53,-6.5,0.0,21.0,20.0
246,246,4.676031377216074,94.81669199727646,53,53,-5.5,0.0,21.0,20.0
275,275,4.677659014221764,94.80914264866468,53,53,-4.5,0.0,21.0,20.0
304,304,4.701501351259993,94.68953319435086,53,53,-3.5,0.0,21.0,20.0
333,333,5.120265665152814,92.9890783191447,53,53,-2.5,0.0,21.0,20.0
362,362,10.005794365220375,59.948593767659816,53,53,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,53,53,-0.5,0.0,21.0,20.0
420,420,10.005794365220375,59.948593767659816,53,53,0.5,0.0,21.0,20.0
449,449,5.120265665152814,92.9890783191447,53,53,1.5,0.0,21.0,20.0
478,478,4.701501351259993,94.68953319435086,53,53,2.5,0.0,21.0,20.0
507,507,4.677659014221764,94.80914264866468,53,53,3.5,0.0,21.0,20.0
536,536,4.676031377216074,94.81669199727646,53,53,4.5,0.0,21.0,20.0
565,565,4.67592248244908,94.81720932643714,53,53,5.5,0.0,21.0,20.0
594,594,4.67591492557103,94.81724504226801,53,53,6.5,0.0,21.0,20.0
623,623,4.675914394256799,94.81724755328442,53,53,7.5,0.0,21.0,20.0
652,652,4.675914356490217,94.81724773192916,53,53,8.5,0.0,21.0,20.0
681,681,4.675914353780454,94.81724774473845,53,53,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,53,53,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,53,53,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,53,53,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,53,53,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,54,54,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,54,54,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,54,54,-11.5,0.0,21.0,20.0
101,101,4.675914353780454,94.81724774473845,54,54,-10.5,0.0,21.0,20.0
130,130,4.675914356490217,94.81724773192916,54,54,-9.5,0.0,21.0,20.0
159,159,4.675914394256799,94.81724755328442,54,54,-8.5,0.0,21.0,20.0
188,188,4.6759149255710355,94.81724504226791,54,54,-7.5,0.0,21.0,20.0
217,217,4.675922482449122,94.81720932643654,54,54,-6.5,0.0,21.0,20.0
246,246,4.676031377216356,94.81669199727246,54,54,-5.5,0.0,21.0,20.0
275,275,4.677659014223691,94.8091426486371,54,54,-4.5,0.0,21.0,20.0
304,304,4.701501351273767,94.6895331941584,54,54,-3.5,0.0,21.0,20.0
333,333,5.12026566524748,92.98907831767458,54,54,-2.5,0.0,21.0,20.0
362,362,10.005794365922767,59.94859376102387,54,54,-1.5,0.0,21.0,20.0
391,391,100.0,0.0,54,54,-0.5,0.0,21.0,20.0
420,420,10.005794365922767,59.94859376102387,54,54,0.5,0.0,21.0,20.0
449,449,5.120265665247484,92.98907831767458,54,54,1.5,0.0,21.0,20.0
478,478,4.701501351273767,94.6895331941584,54,54,2.5,0.0,21.0,20.0
507,507,4.677659014223691,94.8091426486371,54,54,3.5,0.0,21.0,20.0
536,536,4.676031377216354,94.81669199727246,54,54,4.5,0.0,21.0,20.0
565,565,4.675922482449121,94.81720932643654,54,54,5.5,0.0,21.0,20.0
594,594,4.6759149255710355,94.81724504226791,54,54,6.5,0.0,21.0,20.0
623,623,4.675914394256799,94.81724755328442,54,54,7.5,0.0,21.0,20.0
652,652,4.675914356490217,94.81724773192916,54,54,8.5,0.0,21.0,20.0
681,681,4.675914353780454,94.81724774473845,54,54,9.5,0.0,21.0,20.0
710,710,4.675914353584824,94.81724774566354,54,54,10.5,0.0,21.0,20.0
739,739,4.675914353570622,94.8172477457307,54,54,11.5,0.0,21.0,20.0
768,768,4.675914353569587,94.81724774573557,54,54,12.5,0.0,21.0,20.0
797,797,4.675914353569515,94.81724774573593,54,54,13.5,0.0,21.0,20.0
14,14,4.675914353569597,94.81724774573553,55,55,-13.5,0.0,21.0,20.0
43,43,4.675914353570623,94.8172477457307,55,55,-12.5,0.0,21.0,20.0
72,72,4.675914353584824,94.81724774566354,55,55,-11.5,0.0,21.0,20.0
101,101,4.675914353780454,94.81724774473845,55,55,-10.5,0.0,21.0,20.0
130,130,4.675914356490217,94.81724773192916,55,55,-9.5,0.0,21.0,20.0
159,159,4.6759143942568,94.81724755328442,55,55,-8.5,0.0,21.0,20.0
188,188,4.675914925571047,94.81724504226788,55,55,-7.5,0.0,21.0,20.0
217,217,4.675922482449205,94.81720932643641,55,55,-6.5,0.0,21.0,20.0
246,246,4.676031377216923,94.81669199727155,55,55,-5.5,0.0,21.0,20.0
